1993	|U₄.3(N08)|	𒹛	𒪏𒘝
1999	|U₄.4(N08)~v1|	𒹡	𒪏𒙈
1977	|U₄.(1(N14).5(N08))|	𒹋	𒪏𒖑𒙳
1968	|U₄×1(N01).5(N08)|	𒹂	𒪏𒖀𒙳
1992	|U₄×3(N01).3(N08)~v1|	𒹚	𒪏𒘔𒘝
2001	|U₄×5(N01)|	𒹣	𒪏𒙬
2005	|U₄×6(N01)|	𒹧	𒪏𒚍
2010	|U₄×8(N01)|	𒹬	𒪏𒚹
1995	|U₄×(3(N14).7(N01))|	𒹝	𒪏𒘟𒚥
2024	|UKKIN~b×5(N01)|	𒹺	𒪬𒙬
