o0900047	:©	ABGAL	ABGAL	ABGAL	I	𒚫	𒚫=𒩴‍𒧢,𒚬=𒩴‍𒧢󠄁	EASL0028 EALX010 EAJN005	/easl/images/o0900047.png
o0900049	:©	ABRIG	ABRIG	ABRIG	I		𒚭=𒝍‍𒧢‍𒩴;󳂭=𒩴‍𒧢‍𒝍	EASL0029 EALX011	/easl/images/o0900049.png
o0900104	.©	|APIN~a.APIN~a|	|APIN~a.APIN~a|	|APIN~a.APIN~a|	I		𒛓=𒛒‍𒛒	EASL0065	/easl/images/o0900104.png
o0900108	:©	ARARMA₂~b	ARARMA₂~b	ARARMA2~b	I		𒛘=𒯡‍𒚣	EASL0069 EAAR022	/easl/images/o0900108.png
o0900109	:©	ARATTA	ARATTA	ARATTA	I		𒛙=󰄒‍𒦬‍𒥬‍𒪣	EASL0070	/easl/images/o0900109.png
o0900531	.©	|EN₂.E₂~a|	|EN₂.E₂~a|	|EN2.E2~a|	I		𒟤=𒟣‍𒟊	EASL0303	/easl/images/o0900531.png
o0900532	.©	|EN₂.E₂~b|	|EN₂.E₂~b|	|EN2.E2~b|	I		𒟥=𒟣‍𒟎	EASL0304 EAJN058	/easl/images/o0900532.png
o0900533	:©	ENDIB	ENDIB	ENDIB	I		𒟦=𒟖‍𒧢‍𒧬	EASL0305 EALX155	/easl/images/o0900533.png
o0900534	:©	ENGIZ	ENGIZ	ENGIZ	I		𒟧=𒟖‍𒧢‍𒡸	EASL0306 EALX156 EAJN059 EAVR054	/easl/images/o0900534.png
o0900544	:©	ERIM₂	ERIM₂	ERIM2	I		𒟮=𒨯‍𒪣	EASL0314 EALX161 EAVR056	/easl/images/o0900544.png
o0900607	n.©	|GA~a.ZATU753|	|GA~a~v1.ZATU753|	|GA~a.ZATU753|	I	𒠌	𒠌=𒵹‍𒠊,𒠐=𒠊‍𒵹	EASL0344 EAVR062	/easl/images/o0900607.png
o0900841	:©	GIBIL₆	GIBIL₆	GIBIL6	I		𒢒=𒨯‍𒡸;󳂳=𒨯‍𒡸	EASL0475 EALX216	/easl/images/o0900841.png
o0900853	.©	|GIR~a.KU₆~a|	|GIR~a.KU₆~a|	|GIR~a.KU6~a|	I		𒢔=𒢓‍𒥥	EASL0479	/easl/images/o0900853.png
o0900877	.©	|GIŠ.TE|	|GIŠ.TE|	|GISZ.TE|	I		𒢨=𒢧‍𒮹	EASL0499 EAJN098 EAVR085	/easl/images/o0900877.png
o0900911	n.©	|GU₄.ZATU755~b|	|GU₄.ZATU755~b|	|GU4.ZATU755~a|	I		𒢿=𒢾‍𒵼	EASL0522 EAAR158	/easl/images/o0900911.png
o0900966	:©	|HI×LAGAB~a|	|HI×LAGAB~a|	|HIxLAGAB~a|	I		𒣪=𒣦‍𒦀	EASL0559 EAJN114	/easl/images/o0900966.png
o0900997	:©	ILDUM~a	ILDUM~a	ILDUM~a	I		𒣼=𒨙‍𒜋	EASL0581	/easl/images/o0900997.png
o0900998	:©	ILDUM~b	ILDUM~b	ILDUM~b	I		𒣽=𒨝‍𒜋	EASL0582 EALX264	/easl/images/o0900998.png
o0901014	.©	|IR~a.GA₂~a1|	|IR~a.GA₂~a1|	|IR~a.GA2~a1|	I		𒤄=𒤃‍𒠕	EASL0589	/easl/images/o0901014.png
o0901016	:©	IR₁₁	IR₁₁	IR11	I	𒤉	𒤈=󳃲‍𒥬,𒤉=𒱼‍𒥬	EASL0593	/easl/images/o0901016.png
o0901033	n.©	|KA~a.ŠE~a|	|KA~a~v1.ŠE~a|	|KA~a.SZE~a|	I		𒤖=𒤔‍𒭒	EASL0600	/easl/images/o0901033.png
o0901071	:©	KAR	KAR	KAR	I		𒤯=𒮹‍𒚐	EASL0624 EALX283	/easl/images/o0901071.png
o0901109	:©	KINGAL	KINGAL	KINGAL	I	𒥌	𒥋=𒡎‍𒰲,𒥌=𒡎‍𒰱	EASL0651 EALX297 EAAR202 EAVR123	/easl/images/o0901109.png
o0901111	:©	KIR₁₁	KIR₁₁	KIR11	I		𒥍=𒪵‍𒬕	EASL0652	/easl/images/o0901111.png
o0901149	.©	|KU₆~a.1(N02)|	|KU₆~a.1(N02)|	|KU6~a.1(N02)|	I		𒥦=𒥥‍𒖾	EASL0673	/easl/images/o0901149.png
o0901164	.©	|KUR~a.E₂~a|	|KUR~a.E₂~a|	|KUR~a.E2~a|	I		𒥭=𒥬‍𒟊	EASL0681	/easl/images/o0901164.png
o0901189	.©	|LAGAB~b.TE|	|LAGAB~b.TE|	|LAGAB~b.TE|	I		𒦗_𒮹	EASL0726	-
o0901268	:©	LAHTAN₂	LAHTAN₂	LAHTAN2	I		𒦥=𒭻‍𒧯	EASL0745 EALX334	/easl/images/o0901268.png
o0901416	:©	MURUB₂	MURUB₂	MURUB2	I		𒧽=𒪵‍𒦠	EASL0836	/easl/images/o0901416.png
o0901429	.©	|MUŠEN.UR₃~b2|	|MUŠEN.UR₃~b2|	|MUSZEN.UR3~b2|	I		𒨆=𒨅‍𒱘	EASL0842 EAAR258	/easl/images/o0901429.png
o0902870	.++©	|1(N02).RU|	|1(N02).RU|	-	I		𒖾_𒪣	EASL0849	
o0903212	.++©	|1(N57).BU₃|	|1(N57).BU₃|	-	I		󰄐_𒜘	EASL0852	
o0903215	.++©	|1(N57).MUŠEN|	|1(N57).MUŠEN|	-	I		󰄐_𒨅	EASL0853	
o0901748	.©	|1(N57).SIG|	|1(N57).SIG|	|SIGx1(N57)|	I		𒷴=󰄐‍𒫏	EASL0854	/easl/images/o0901748.png
o0903219	.©	|1(N57).ŠAH₂~a|	|1(N57).ŠAH₂~a|	|1(N57).SZAH2~a|	I		𒷵=󰄐‍𒭉	EASL0855 EALX504	/easl/images/o0903219.png
o0903220	.©	|1(N57).ŠUBUR|	|1(N57).ŠUBUR|	|1(N57).SZUBUR|	I	𒷶	𒷷=󰄐‍𒮞,𒷶=󰄐‍𒮞	EASL0856 EALX539 EAAR386 EAVR239	/easl/images/o0903220.png
o0903223	.©	|2(N57).AB₂|	|2(N57).AB₂|	|2(N57).AB2|	I		𒷸=󰄑‍𒚧	EASL0857 EAAR011	/easl/images/o0903223.png
o0903227	.©	|2(N57).KU₆~a|	|2(N57).KU₆~a|	|2(N57).KU6~a|	I		𒷹=󰄑‍𒥥	EASL0858	/easl/images/o0903227.png
o0903228	.++©	|2(N57).MUŠEN|	|2(N57).MUŠEN|	-	I		󰄑_𒨅	EASL0859	
o0903231	.©	|2(N57).ŠUBUR|	|2(N57).ŠUBUR|	|2(N57).SZUBUR|	I		𒷻=󰄑‍𒮞	EASL0861 EALX540	/easl/images/o0903231.png
o0903235	.©	|3(N57).AMAR|	|3(N57).AMAR|	|3(N57).AMAR|	I		𒷼=󰄒‍𒛅	EASL0862	/easl/images/o0903235.png
o0903236	.++©	|3(N57).AZ|	|3(N57).AZ|	-	I		󰄒_𒛜	EASL0863	
o0903242	.++©	|3(N57).EN₂|	|3(N57).EN₂|	-	I		󰄒_𒟣	EASL0866	
o0903243	.©	|3(N57).GAR|	|3(N57).GAR|	|3(N57).GAR|	I		𒷿=󰄒‍𒡨	EASL0867 EAJN078	/easl/images/o0903243.png
o0903245	.©	|3(N57).NUNUZ~a1|	|3(N57).NUNUZ~a1|	|3(N57).NUNUZ~a1|	I		𒸀=󰄒‍𒪂	EASL0868	/easl/images/o0903245.png
o0903246	.©	|3(N57).NUNUZ~c|	|3(N57).NUNUZ~c|	|3(N57).NUNUZ~c|	I		𒸁=󰄒‍𒪇	EASL0869	/easl/images/o0903246.png
o0903248	.©	|3(N57).PIRIG~b1|	|3(N57).PIRIG~b1|	|3(N57).PIRIG~b1|	I		𒸂=󰄒‍𒪘	EASL0870 EALX428 EAAR304	/easl/images/o0903248.png
o0903250	.++©	|3(N57).SANGA~a|	|3(N57).SANGA~a|	-	I		󰄒_𒪼	EASL0871	
o0903251	.++©	|3(N57).SI|	|3(N57).SI|	-	I		󰄒_𒫇	EASL0872	
o0903252	.©	|3(N57).ŠUBUR|	|3(N57).ŠUBUR|	|3(N57).SZUBUR|	I		𒸃=󰄒‍𒮞	EASL0873 EALX541	/easl/images/o0903252.png
o0903258	.©	|4(N57).AMAR|	|4(N57).AMAR|	|4(N57).AMAR|	I		𒸄=󰄓‍𒛅	EASL0874 EAJN015	/easl/images/o0903258.png
o0903259	.©	|4(N57).GAR|	|4(N57).GAR|	|4(N57).GAR|	I		𒸅=󰄓‍𒡨	EASL0875 EAJN079	/easl/images/o0903259.png
o0903261	.©	|4(N57).KU₃~a|	|4(N57).KU₃~a|	|4(N57).KU3~a|	I		𒸆=󰄓‍𒥣	EASL0876 EAJN145	/easl/images/o0903261.png
o0903265	.©	|5(N57).GAR|	|5(N57).GAR|	|5(N57).GAR|	I		𒸈=󰄔‍𒡨	EASL0878 EAJN080 EAVR071	/easl/images/o0903265.png
o0903267	.©	|5(N57).KU₃~a|	|5(N57).KU₃~a|	|5(N57).KU3~a|	I		𒸉=󰄔‍𒥣	EASL0879 EAJN146	/easl/images/o0903267.png
o0903270	.©	|6(N57).GAR|	|6(N57).GAR|	|6(N57).GAR|	I		𒸊=󰄕‍𒡨	EASL0880 EAJN081 EAVR072	/easl/images/o0903270.png
o0903272	.©	|6(N57).KU₃~a|	|6(N57).KU₃~a|	|6(N57).KU3~a|	I		𒸋=󰄕‍𒥣	EASL0881 EAJN147	/easl/images/o0903272.png
o0903274	.++©	|7(N57).GAR|	|7(N57).GAR|	-	I		󰄖_𒡨	EASL0882	
o0903277	.©	|8(N57).NI~b|	|8(N57).NI~b|	|8(N57).NI~b|	I		𒸌=󰄗‍𒨾	EASL0883 EALX392	/easl/images/o0903277.png
o0901472	:©	NAMEŠDA	NAMEŠDA	NAMESZDA	I	𒨨	𒨧=𒟰‍𒨣,𒨨=𒟰‍𒨣	EASL0908 EALX383 EAAR271 EAJN178 EAVR163	/easl/images/o0901472.png
