o0900047	ABGAL	𒚫=|NUN~a.ME~a|	NUN~a ME~a	x12A74.x129E2	𒩴‍𒧢
o0900047	ABGAL~v1	𒚬=|NUN~a+ME~a|	NUN~a ME~a ~1	x12A74.x129E2.xE0101	𒩴‍𒧢󠄁
o0900049	ABRIG	󳂭=|NUN~a.ME~a.DU|	NUN~a ME~a DU	x12A74.x129E2.x1274D	𒩴‍𒧢‍𒝍
o0900049	ABRIG~v1	𒚭=|DU.ME~a.NUN~a|	DU ME~a NUN~a	x1274D.x129E2.x12A74	𒝍‍𒧢‍𒩴
o0900106	ARARMA₂~a	𒛖=|U₄.AB~a|	U₄ AB~a	x12BE1.x12698	𒯡‍𒚘
o0900108	ARARMA₂~b	|U₄.AB~b|	U₄ AB~b	x12BE1.x126A3	𒯡‍𒚣
o0900109	ARATTA	|3(N57).LAM~a.KUR~a.RU|	3(N57) LAM~a KUR~a RU	xF0112.x129AC.x1296C.x12AA5	󰄒‍𒦬‍𒥬‍𒪥
o0900508	E₃~a	|DU.U₄|	DU U₄	x1274D.x12BE1	𒝍‍𒯡
o0900533	ENDIB	|EN~a.ME~a.MU|	EN~a ME~a MU	x127D9.x129E2.x129EC	𒟙‍𒧢‍𒧬
o0900534	ENGIZ	|EN~a.ME~a.GI|	EN~a ME~a GI	x127D9.x129E2.x12878	𒟙‍𒧢‍𒡸
o0900537	ENLIL	|EN~a.KID~a|	EN~a KID~a	x127D9.x12941	𒟙‍𒥁
o0900544	ERIM₂	|NE~a.RU|	NE~a RU	x12A2F.x12AA5	𒨯‍𒪥
o0900841	GIBIL₆	|NE~a.GI|	NE~a GI	x12A2F.x12878	𒨯‍𒡸
o0900905	GIZZAL~v	|GEŠTU~a.NAGA~a|	GEŠTU~a=12872 NAGA~a	x12871.x12A16	𒡱‍𒨖
o0900966	|HI×LAGAB~a|	|HI.LAGAB~a|	HI LAGAB~a	x128E6.x12980	𒣦‍𒦀
o0900997	ILDUM~a	|NAGAR~a&BU~a|	NAGAR~a BU~a	x12A1C.x1270B	𒨜‍𒜋
