243	KAL~a	KAL~a	o0901057	𒤥
244	KAL~b1	KAL~b1	o0901058	𒤦
244	KAL~b2	KAL~b2	o0901060	𒤨
244	KAR	KAR	o0901071	𒤯
244	KAR₂~a	KAR₂~a	o0901073	𒤰
244	KAR₂~b	KAR₂~b	o0901074	𒤱
244	KASKAL	KASKAL	o0901075	𒤲
245	KAŠ~a	KAŠ~a	o0901078	𒤴
245	KAŠ~b	KAŠ~b	o0901080	𒤶
245	KAŠ~c	KAŠ~c	o0901082	𒤺
245	KI~a	KI	o0901090	𒤼
246	KIB	KIB	o0901094	𒤿
246	KID~a	KID~a	o0901097	𒥁
246	KID~b	KID~b	o0901098	𒥂
246	KIN	KIN	o0901102	𒥆
247	KIN₂~c	KIN₂~c	o0901106	𒥈
247	KIN₂~d	KIN₂~d	o0901107	𒥉
247	KINGAL	KINGAL~v1	o0901110	𒥌
247	KISAL~a1	KISAL~a1	o0901113	𒥎
247	KISAL~b1	KISAL~b1	o0901115	𒥐
248	KISAL~b2	KISAL~b2	o0901116	𒥑
248	KISAL~b3	KISAL~b3	o0901117	𒥓
248	KISIM~a	KISIM~a	o0901122	𒥔
248	KISIM~b	KISIM~b	o0901123	𒥕
248	KIŠ	KIŠ~v1	o0901129	𒥛
248	KIŠIK~a	KIŠIK~a	o0901131	𒥜
249	KITI	KITI~v1	o0901134	𒥟
249	KU~a	KU~a	o0901136	𒥠
249	KU~b2	KU~b2	o0901138	𒥢
249	KU₃~a	KU₃~a	o0901142	𒥣
249	KU₃~c	KU₃~c	o0901143	𒥤
249	KU₆~a	KU₆~a	o0901145	𒥥
251	KU₆~a+KU₆~a	|KU₆~a+KU₆~a|	o0901153	𒥨
251	KUR~a	KUR~a	o0901158	𒥬
251	KUR~c	KUR~c	o0901160	𒥱
254	LAM+KUR~a	KUR@g~a	o0901169	𒥴
251	KUŠU₂~b	KUŠU₂~b	o0901173	𒥷
251	KUŠU₂~c	KUŠU₂~c	o0901174	𒥸
251	KUŠU₂~d	KUŠU₂~d	o0901175	𒥹
251	KUŠU₂~e	KUŠU₂~e	o0901176	𒥺
251	KUŠU₂~f	KUŠU₂~f	o0901177	𒥻
252	LA~b	LA~b	o0901179	𒥼
252	LA₂	LA₂	o0901184	𒥿
252	LAGAB~a	LAGAB~a	o0901186	𒦀
252	LAGAB~b	LAGAB~b	o0901187	𒦗
252	LAGAB~a+ME~a	|LAGAB~a×ME~a|	o0901219	𒦉
252	LAGAB~a+ŠA	|LAGAB~a×ŠA|	o0901243	𒦏
252	LAGAB~a+ŠITA~a1	|LAGAB~a×ŠITA~a1|	o0901245	𒦐
252	LAGAB~a+TI~a	|LAGAB~a×TI|	o0901248	𒦑
252	LAGAB~a+?	|LAGAB~a×X|	o0901255	𒦔
252	LAGAB~a+ZATU753	|LAGAB~a×ZATU753|	o0901258	𒦕
253	LAGAB~b+LAGAB~b	|LAGAB~b&LAGAB~b|	o0901260	𒦟
253	LAGAR~a	LAGAR~a	o0901262	𒦠
253	LAGAR~b2	LAGAR~b2	o0901264	𒦣
253	LAGAR~c	LAGAR~c	o0901265	𒦤
253	LAHTAN₂	LAHTAN₂	o0901268	𒦥
253	LAL₂~a	LAL₂~a	o0901270	𒦦
253	LAM~a	LAM~a	o0901283	𒦬
254	LAM~b	LAM~b	o0901284	𒦭
254	LI	LI~v1	o0901302	𒦴
254	LIŠ	LIŠ	o0901303	𒦵
254	LU₂	LU₂~v1	o0901305	𒦸
254	LUM	LUM	o0901312	𒦼
254	MA	MA~v1	o0901314	𒧀
255	MAH~a	MAH~a	o0901325	𒧅
255	MAR~a	MAR~a	o0901361	𒧘
255	MAR~b	MAR~b	o0901363	𒧛
255	MAR~b+?	|MAR~b×X|	o0901371	𒧞
255	MAR~a@g	MAR@g~a	o0901373	𒧞
255	MAR~a@t	MAR~a@t	o0901375	𒧙
255	MAŠ	MAŠ	o0901376	𒧟
255	MAŠ₂	MAŠ₂	o0901377	𒧠
256	ME~a	ME~a	o0901380	𒧢
257	ME~b	ME~b	o0901381	𒧣
257	MEN~a	MEN~a	o0901384	𒧥
257	MES~a	MES~v1	o0901388	𒧩
257	MIR~a	MIR~a	o0901390	𒧪
257	MIR~b	MIR~b	o0901391	𒧫
258	MU	MU	o0901392	𒧬
258	MUD	MUD~v1	o0901394	𒧮
258	MUD₃~a	MUD₃~a	o0901396	𒧯
258	MUD₃~c	MUD₃~c	o0901398	𒧲
258	MUD₃@g	MUD₃~a@g	o0901401	𒧰
258	MUL	MUL	o0901404	𒧴
258	MUN~a2	MUN~a2	o0901408	𒧶
258	MUN~a4	MUN~a4	o0901410	𒧸
259	MUN~b	MUN~b	o0901411	𒧹
259	MUNŠUB~b	MUNŠUB~b	o0901414	𒧻
259	MUNU₃	MUNU₃	o0901415	𒧼
259	MUŠ	MUŠ	o0901417	𒧾
259	MUŠ₃~a	MUŠ₃~a~v2	o0901421	𒨃
259	MUŠEN	MUŠEN	o0901426	𒨅
260	NA~a	NA~a	o0901437	𒨋
260	NA~b	NA~b	o0901438	𒨌
261	NA~c	NA~c	o0901439	𒨍
261	NA₂~a	NA₂~a	o0901442	𒨏
261	NAGA~a	NAGA~a	o0901452	𒨖
261	NAGA~b	NAGA~b	o0901453	𒨘
261	NAGAR~a	NAGAR~a	o0901457	𒨙
262	NAGAR~b	NAGAR~b	o0901461	𒨝
263	NAM~d	NAM~d	o0901467	𒨢
263	NAM₂	NAM₂~v2	o0903431	𒨣
265	NAM₂@g	NAM₂@g	o0901470	𒨥
265	NAMEŠDA	NAMEŠDA~v1	o0901473	𒨨
266	NANŠE~b	NANŠE~b	o0901480	𒨭
266	NAR	NAR	o0901481	𒨮
266	NE~a	NE~a	o0901483	𒨯
266	NE~d	NE~d	o0901488	𒨴
267	NERGAL~x	NERGAL~v	o0901491	𒨵
270	NESAG₂~a	NESAG₂~a	o0901493	𒨶
271	NESAG₂~b	NESAG₂~b	o0901496	𒨷
267	NI~a	NI~a	o0901501	𒨺
267	NI~b	NI~b	o0901502	𒨾
268	NI~b+4(N57)	|NI~b×4(N57)|	o0901508	𒩀
268	NI~b+?	|NI~b×X|	o0901510	𒨿
268	NI₂	NI₂	o0901513	𒩁
268	NIGIN	NIGIN	o0901514	𒩂
269	NIM~a	NIM~a	o0901516	𒩃
269	NIM~b1	NIM~b1	o0901517	𒩄
269	NIM~b2	NIM~b2	o0901518	𒩅
269	NIMGIR	NIMGIR~v1	o0901522	𒩈
269	NIN	NIN	o0901524	𒩉
269	NINDA₂	NINDA₂~v1	o0901526	𒩧
270	NINDA₂+AN+?	|NINDA₂×(AN.X)|	o0901537	𒩎
270	NINDA₂+GIŠ	|NINDA₂×GIŠ|	o0901544	𒩓
270	NINDA₂+1(N1)	|NINDA₂×1(N01)|	o0901557	𒩣
270	NINDA₂+2(N1)	|NINDA₂×2(N01)|	o0901558	𒩤
270	NINKUM	NINKUM	o0901577	𒩨
270	NINLIL	NINLIL	o0901578	𒩩
270	NIR~a	NIR~a	o0901580	𒩪
270	NIR~b	NIR~b	o0901581	𒩬
271	NU	NU	o0901584	𒩭
271	NU@g	NU@g	o0901585	𒩮
271	NU₁₁	NU₁₁	o0901586	𒩯
272	NU₁₁+NU₁₁	|NU₁₁&NU₁₁|	o0901587	𒩰
272	NUN~a	NUN~a	o0901592	𒩴
