id_text	primary_publication	publication_history
P006071	CDLI Lexical 000023, ex. 096	
P006072	unpublished assigned	
P006073	unpublished assigned	
P006074	unpublished assigned	
P006075	unpublished assigned	
P006076	unpublished assigned	
P006077	unpublished assigned	
P006078	unpublished assigned	
P006079	unpublished assigned	
P006080	unpublished assigned	
P006081	unpublished assigned	
P006082	unpublished assigned	
P006083	unpublished assigned	
P006084	unpublished assigned	
P006085	unpublished assigned	
P006086	unpublished assigned	
P006087	unpublished assigned	
P006088	unpublished assigned	
P006089	unpublished assigned	
P006092	unpublished assigned	
P006093	unpublished assigned	
P006094	unpublished assigned	
P006096	unpublished assigned	
P006097	unpublished assigned	
P006098	unpublished assigned	
P006099	unpublished assigned	
P006100	unpublished assigned	
P006101	unpublished assigned	
P006102	unpublished assigned	
P006103	unpublished assigned	
P006104	unpublished assigned	
P006105	unpublished assigned	
P006106	unpublished assigned	
P006107	unpublished assigned	
P006108	unpublished assigned	
P006109	unpublished assigned	
P006110	unpublished assigned	
P006111	unpublished assigned	
P006112	unpublished assigned	
P006113	unpublished assigned	
P006114	unpublished assigned	
P006115	unpublished assigned	
P006116	unpublished assigned	
P006117	unpublished assigned	
P006118	unpublished assigned	
P006119	unpublished assigned	
P006120	unpublished assigned	
P006121	unpublished assigned	
P006122	unpublished assigned	
P006123	unpublished assigned	
P006124	unpublished assigned	
P006125	unpublished assigned	
P006126	unpublished assigned	
P006127	unpublished assigned	
P006128	unpublished assigned	
P006129	unpublished assigned	
P006130	unpublished assigned	
P006131	unpublished assigned	
P006132	unpublished assigned	
P006133	unpublished assigned	
P006134	unpublished assigned	
P006135	unpublished assigned	
P006136	unpublished assigned	
P006137	unpublished assigned	
P006138	unpublished assigned	
P006139	unpublished assigned	
P006140	unpublished assigned	
P006142	unpublished assigned	
P006144	unpublished assigned	
P006146	unpublished assigned	
P006148	unpublished assigned	
P006149	unpublished assigned	
P006150	unpublished assigned	
P006151	CDLI Lexical 000002, ex. 182	
P006152	unpublished assigned	
P006153	unpublished assigned	
P006154	unpublished assigned	
P006155	unpublished assigned	
P006156	unpublished assigned	
P006157	unpublished assigned	
P006158	unpublished assigned	
P006159	unpublished assigned	
P006160	unpublished assigned	
P006161	unpublished assigned	
P006162	CDLI Lexical 000023, ex. 097	
P006163	unpublished assigned	
P006164	unpublished assigned	
P006165	unpublished assigned	
P006166	unpublished assigned	
P006167	unpublished assigned	
P006168	unpublished assigned	
P006169	unpublished assigned	
P006170	unpublished assigned	
P006171	unpublished assigned	
P006172	CDLI Lexical 000026, ex. 056	
P006173	unpublished assigned	
P006174	unpublished assigned	
P006175	unpublished assigned	
P006176	unpublished assigned	
P006177	unpublished assigned	
P006178	unpublished assigned	
P006179	unpublished assigned	
P006180	unpublished assigned	
P006181	CDLI Lexical 000002, ex. 183	
P006182	unpublished assigned	
P006183	unpublished assigned	
P006184	unpublished assigned	
P006185	unpublished assigned	
P006186	unpublished assigned	
P006187	unpublished assigned	
P006188	CDLI Lexical 000023, ex. 098	
P006189	unpublished assigned	
P006190	unpublished assigned	
P006191	unpublished assigned	
P006192	unpublished assigned	
P006193	unpublished assigned	
P006194	unpublished assigned	
P006195	unpublished assigned	
P006196	unpublished assigned	
P006197	unpublished assigned	
P006198	unpublished assigned	
P006199	unpublished assigned	
P006200	CDLI Lexical 000002, ex. 192	
P006201	unpublished assigned	
P006202	unpublished assigned	
P006203	unpublished assigned	
P006204	unpublished assigned	
P006205	unpublished assigned	
P006206	unpublished assigned	
P006207	unpublished assigned	
P006209	CDLI Lexical 000002, ex. 184	
P006210	CDLI Lexical 000002, ex. 185	
P006211	CDLI Lexical 000002, ex. 186	
P006212	unpublished assigned	
P006213	CDLI Lexical Archaic Unidentified, ex. 127	
P006214	CDLI Lexical 000026, ex. 055	
P006215	unpublished assigned	
P006216	unpublished assigned	
P006217	CDLI Lexical 000030, ex. 057	
P006218	unpublished assigned	
P006219	unpublished assigned	
P006220	unpublished assigned	
P006221	unpublished assigned	
P006222	unpublished assigned	
P006223	unpublished assigned	
P006224	unpublished assigned	
P006225	unpublished assigned	
P006226	unpublished assigned	
P006227	unpublished assigned	
P006229	unpublished assigned	
P006230	unpublished assigned	
P006231	unpublished assigned	
P006232	CDLI Lexical Archaic Unidentified, ex. 128	
P006233	unpublished assigned	
P006234	unpublished assigned	
P006235	unpublished assigned	
P006236	unpublished assigned	
P006237	unpublished assigned	
P006238	unpublished assigned	
P006239	unpublished assigned	
P006240	unpublished assigned	
P006241	unpublished assigned	
P006242	unpublished assigned	
P006243	unpublished assigned	
P006244	unpublished assigned	
P006245	unpublished assigned	
P006246	unpublished assigned	
P006247	unpublished assigned	
P006248	unpublished assigned	
P006249	unpublished assigned	
P006250	unpublished assigned	
P006251	unpublished assigned	
P006252	unpublished assigned	
P006253	unpublished assigned	
P006254	unpublished assigned	
P006255	unpublished assigned	
P006256	unpublished assigned	
P006257	unpublished assigned	
P006258	unpublished assigned	
P006259	unpublished assigned	
P006260	unpublished assigned	
P006261	unpublished assigned	
P006262	unpublished assigned	
P006263	unpublished assigned	
P006264	unpublished assigned	
P006268	CDLJ 2009/4 §4	
P006270	unpublished assigned	
P006271	unpublished assigned	
P006272	unpublished assigned	
P006273	unpublished assigned	
P006274	unpublished assigned	
P006275	CDLI Lexical 000002, ex. 187	
P006276	unpublished assigned	
P006277	unpublished assigned	
P006278	unpublished assigned	
P006279	unpublished assigned	
P006280	unpublished assigned	
P006281	unpublished assigned	
P006282	unpublished assigned	
P006283	unpublished assigned	
P006284	unpublished assigned	
P006285	unpublished assigned	
P006286	unpublished assigned	
P006287	unpublished assigned	
P006288	unpublished assigned	
P006289	unpublished assigned	
P006290	unpublished assigned	
P006291	unpublished assigned	
P006292	unpublished assigned	
P006293	unpublished assigned	
P006294	unpublished assigned	
P006295	unpublished assigned	
P006296	unpublished assigned	
P006297	unpublished assigned	
P006298	unpublished assigned	
P006299	unpublished assigned	
P006301	unpublished assigned	
P006302	unpublished assigned	
P006303	unpublished assigned	
P006304	unpublished assigned	
P006305	unpublished assigned	
P006306	unpublished assigned	
P006307	unpublished assigned	
P006308	unpublished assigned	
P006309	unpublished assigned	
P006310	unpublished assigned	
P006311	unpublished assigned	
P006312	unpublished assigned	
P006313	unpublished assigned	
P006314	unpublished assigned	
P006316	unpublished assigned	
P006317	unpublished assigned	
P006318	unpublished assigned	
P006319	unpublished assigned	
P006320	unpublished assigned	
P006321	unpublished assigned	
P006322	unpublished assigned	
P006323	unpublished assigned	
P006324	unpublished assigned	
P006325	unpublished assigned	
P006326	unpublished assigned	
P006327	unpublished assigned	
P006328	unpublished assigned	
P006330	unpublished assigned	
P006331	unpublished assigned	
P006332	unpublished assigned	
P006333	unpublished assigned	
P006334	unpublished assigned	
P006335	unpublished assigned	
P006336	unpublished assigned	
P006337	unpublished assigned	
P006338	unpublished assigned	
P006339	unpublished assigned	
P006340	unpublished assigned	
P006341	unpublished assigned	
P006342	unpublished assigned	
P006343	unpublished assigned	
P006344	unpublished assigned	
P006349	CUSAS 01, 218	Gadotti, Alhena & Sigrist, Marcel, CUSAS 15 (2011) 198
P006350	CUSAS 01, 217	Gadotti, Alhena & Sigrist, Marcel, CUSAS 15 (2011) 196
P006351	CUSAS 01, 219	Gadotti, Alhena & Sigrist, Marcel, CUSAS 15 (2011) 197
P006352	CUSAS 31, 049	
P006353	CUSAS 31, 048	
P006354	CUSAS 01, 029	
P006355	CUSAS 31, 115	
P006356	CUSAS 31, 152	
P006357	CUSAS 31, 085	
P006359	CUSAS 31, 087	
P006360	CUSAS 31, 060	
P006361	CUSAS 31, 084	
P006362	CUSAS 31, 088	
P006363	CUSAS 01, 039	
P006365	CUSAS 31, 061	
P006366	CUSAS 31, 089	
P006367	CUSAS 31, 037	
P006368	CUSAS 31, 159	
P006369	CUSAS 31, 191	
P006370	CUSAS 31, 116	
P006371	CUSAS 31, 002	
P006372	CUSAS 31, 172	
P006373	CUSAS 01, 021	
P006374	CUSAS 31, 086	
P006375	CUSAS 31, 091	
P006376	CUSAS 01, 149	
P006377	CUSAS 01, 105	
P006378	CUSAS 01, 114	
P006379	CUSAS 31, 185	
P006380	CUSAS 01, 065	
P006381	CUSAS 31, 092	
P006382	CUSAS 31, 093	
P006383	CUSAS 01, 220	
P006384	CUSAS 31, 094	
P006385	CUSAS 31, 050	
P006386	CUSAS 31, 117	
P006387	CUSAS 31, 173	
P006388	CUSAS 31, 051	
P006389	CUSAS 31, 038	
P006390	CUSAS 31, 012	
P006391	CUSAS 31, 095	
P006392	CUSAS 31, 036	
P006393	CUSAS 31, 097	
P006394	CUSAS 31, 013	
P006395	CUSAS 31, 118	
P006396	CUSAS 31, 099	
P006397	CUSAS 31, 007	
P006398	CUSAS 31, 052	
P006399	CUSAS 31, 062	
P006400	CUSAS 31, 184	
P006401	CUSAS 31, 014	
P006402	CUSAS 31, 015	
P006403	CDLI Lexical 000011, ex. 026	Monaco, Salvatore, CUSAS 31 (2016) 006
P006404	CUSAS 31, 158	
P006405	CUSAS 31, 016	
P006406	CUSAS 31, 119	
P006407	CUSAS 31, 174	
P006408	CUSAS 31, 017	
P006409	CUSAS 31, 100	
P006410	CUSAS 31, 120	
P006411	CUSAS 31, 018	
P006412	CUSAS 31, 063	
P006413	CUSAS 31, 008	
P006414	CUSAS 31, 102	
P006415	CUSAS 31, 103	
P006416	CUSAS 31, 077	
P006417	CUSAS 31, 064	
P006418	CUSAS 31, 121	
P006419	CUSAS 31, 053	
P006420	CUSAS 31, 104	
P006421	CUSAS 31, 105	
P006422	CUSAS 31, 065	
P006423	CUSAS 31, 066	
P006424	CUSAS 31, 164	
P006425	CUSAS 31, 122	
P006426	CUSAS 31, 019	
P006427	unpublished unassigned ?	
P006428	unpublished unassigned ?	
P006429	CUSAS 31, 005	
P006430	CUSAS 31, 039	
P006431	CUSAS 31, 124	
P006432	CUSAS 31, 175	
P006433	CUSAS 31, 125	
P006434	CUSAS 31, 186	
P006435	CUSAS 31, 187	
P006436	CUSAS 31, 126	
P006437	CUSAS 31, 127	
P006438	unpublished assigned	
P200001	unpublished assigned	
P200002	unpublished assigned	
P200003	unpublished assigned	
P200004	unpublished assigned	
P200006	unpublished assigned	
P200011	unpublished assigned	
P200012	unpublished assigned	
P200013	unpublished assigned	
P200014	unpublished assigned	
P200015	unpublished assigned	
P200016	unpublished assigned	
P200017	unpublished assigned	
P200018	unpublished assigned	
P200019	unpublished assigned	
P200020	unpublished assigned	
P200022	unpublished assigned	
P200023	unpublished assigned	
P200024	unpublished assigned	
P200025	unpublished assigned	
P212396	CDLB 2003/004	
P218054	unpublished unassigned	
P218293	ZA 094, 163	
P218294	ZA 094, 165	
P218295	ZA 094, 166	
P218296	ZA 094, 168	
P218297	ZA 094, 170	
P218298	ZA 094, 172	
P227620	unpublished unassigned ?	cited Szarzynska RA 87 (1993) 24 ""big rosette of clay with sign AB incised in its shaft
P231780	CUSAS 31, 001	
P231782	CUSAS 31, 178	
P231783	CUSAS 31, 150	
P231784	CUSAS 31, 043	
P231785	CUSAS 31, 044	
P231786	CUSAS 31, 045	
P231787	CUSAS 31, 161	
P231788	CUSAS 31, 151	
P235746	unpublished assigned	
P235780	CUSAS 31, 046	
P235781	CUSAS 31, 047	
P235782	CUSAS 31, 162	
P235786	CUSAS 31, 041	
P235826	CUSAS 31, 163	
P236009	CUSAS 31, 011	
P250419	unpublished unassigned ?	
P250423	CUSAS 31, 165	
P250428	AoF 30, 238,1	
P250450	CUSAS 31, 020	
P252160	unpublished assigned	
P252161	unpublished assigned	
P252162	unpublished assigned	
P252163	unpublished assigned	
P252164	unpublished assigned	
P252165	unpublished assigned	
P252166	unpublished assigned	
P252167	unpublished assigned	
P252168	unpublished assigned	
P252169	unpublished assigned	
P252170	unpublished assigned	
P252171	unpublished assigned	
P252172	unpublished assigned	
P252173	unpublished assigned	
P252174	unpublished assigned	
P252175	unpublished assigned	
P252176	unpublished assigned	
P252177	unpublished assigned	
P252178	unpublished assigned	
P252179	unpublished assigned	
P252180	unpublished assigned	
P252181	unpublished assigned	
P252182	unpublished assigned	
P252183	unpublished assigned	
P252184	CDLI Lexical 000265, ex. 011	Lecompte, Camille (forthcoming)
P252186	CDLI Seals 012668 (physical)	Lecompte, Camille, forthcoming
P252188	unpublished assigned	
P253777	CDLI Lexical 000002, ex. 188	
P253960	unpublished assigned	
P253961	unpublished assigned	
P255074	CUSAS 31, 167	
P257531	CUSAS 01, 117	
P257532	CUSAS 01, 176	
P270809	CUSAS 31, 114	
P270810	CUSAS 31, 177	
P270811	CUSAS 31, 168	
P273425	CUSAS 31, 029	
P273433	CUSAS 31, 079	
P273516	unpublished assigned	
P274471	unpublished assigned	
P274472	unpublished assigned	
P274473	unpublished assigned	
P274474	unpublished assigned	
P274475	unpublished assigned	
P274476	unpublished assigned	
P274834	CDLI Seals 001379 (physical)	Erlenmeyer seal 1
P283729	unpublished unassigned ?	
P283915	CUSAS 01, 074	
P283916	CUSAS 01, 097	
P283917	CUSAS 01, 172	
P283918	CUSAS 01, 143	
P283919	CUSAS 01, 112	
P283921	CUSAS 01, 120	
P325061	CUSAS 01, 090	
P325062	CUSAS 01, 077	
P325063	CUSAS 01, 137	
P325064	CUSAS 01, 173	
P325065	CUSAS 01, 159	
P325066	CUSAS 01, 142	
P325067	CUSAS 01, 166	
P325068	CUSAS 01, 157	
P325069	CUSAS 01, 158	
P325070	CUSAS 01, 115	
P325071	CUSAS 01, 068	
P325072	CUSAS 01, 135	
P325073	CUSAS 01, 078	
P325074	CUSAS 01, 154	
P325075	CUSAS 01, 046	
P325076	CUSAS 01, 103	
P325155	CUSAS 01, 088	
P325156	CUSAS 01, 121	
P325157	CUSAS 01, 007	
P325158	CUSAS 01, 160	
P325159	CUSAS 01, 202	
P325160	CUSAS 01, 041	
P325161	CUSAS 01, 169	
P325162	CUSAS 01, 174	
P325163	CUSAS 01, 002	
P325164	CUSAS 01, 030	
P325165	CUSAS 01, 013	
P325166	CUSAS 01, 069	
P325167	CUSAS 01, 070	
P325168	CUSAS 01, 197	
P325169	CUSAS 01, 198	
P325170	CUSAS 01, 199	
P325192	CUSAS 01, 153	
P325193	CUSAS 01, 129	
P325194	CUSAS 01, 155	
P325195	CUSAS 01, 138	
P325217	CUSAS 01, 031	
P325218	CUSAS 01, 067	
P325219	CUSAS 01, 170	
P325220	CUSAS 01, 033	
P325221	CUSAS 01, 042	
P325222	CUSAS 01, 005	
P325223	CUSAS 01, 092	
P325224	CUSAS 01, 122	
P325225	CUSAS 01, 093	
P325226	CUSAS 01, 104	
P325227	CUSAS 01, 113	
P325228	CUSAS 01, 064	
P325229	CUSAS 01, 144	
P325231	CUSAS 01, 016	
P325232	CUSAS 01, 098	
P325233	CUSAS 01, 099	
P325234	CUSAS 01, 140	
P325235	CUSAS 01, 127	
P325236	CUSAS 01, 018	
P325237	CUSAS 01, 152	
P325238	CUSAS 01, 100	
P325239	CUSAS 01, 027	
P325240	CUSAS 01, 130	
P325241	CUSAS 01, 146	
P325242	CUSAS 01, 071	
P325243	CUSAS 01, 072	
P325244	CUSAS 01, 147	
P325246	CUSAS 01, 186	
P325247	CUSAS 01, 177	
P325248	CUSAS 01, 148	
P325249	CUSAS 01, 161	
P325250	CUSAS 01, 162	
P325251	CUSAS 01, 073	
P325346	CUSAS 01, 167	
P325347	CUSAS 01, 045	
P325348	CUSAS 01, 150	
P325349	CUSAS 01, 034	
P325350	CUSAS 01, 040	
P325351	CUSAS 01, 178	
P325352	CUSAS 01, 047	
P325353	CUSAS 01, 035	
P325354	CUSAS 01, 110	
P325355	CUSAS 01, 015	
P325356	CUSAS 01, 048	
P325357	CUSAS 01, 049	
P325358	CUSAS 01, 051	
P325359	CUSAS 01, 141	
P325360	CUSAS 01, 131	
P325361	CUSAS 01, 036	
P325362	CUSAS 01, 123	Sallaberger, Walther, ZA 093 (2003) 117 no. 1
P325363	CUSAS 01, 119	
P325365	CUSAS 01, 006	
P325449	CUSAS 01, 075	
P325450	CUSAS 01, 019	
P325451	CUSAS 01, 133	
P325452	CUSAS 01, 168	
P325453	CUSAS 01, 175	
P325454	CUSAS 01, 156	
P325455	CUSAS 01, 126	
P325456	CUSAS 01, 164	
P325457	CUSAS 01, 076	
P325483	CUSAS 01, 206	
P325485	CUSAS 01, 111	
P325486	CUSAS 01, 179	
P325487	CUSAS 01, 032	
P325488	CUSAS 01, 200	
P325489	CUSAS 01, 191	
P325490	CUSAS 01, 061	
P325491	CUSAS 01, 050	
P325492	CUSAS 01, 037	
P325493	CUSAS 01, 022	
P325494	CUSAS 01, 132	
P325495	CUSAS 01, 023	
P325496	CUSAS 01, 024	
P325497	CUSAS 01, 052	
P325506	CUSAS 01, 060	
P325736	CUSAS 01, 053	
P325737	CUSAS 01, 095	
P325738	CUSAS 01, 079	
P325739	CUSAS 01, 062	
P325740	CUSAS 01, 080	
P325741	CUSAS 01, 187	
P325742	CUSAS 01, 188	
P325743	CUSAS 01, 066	
P325744	CUSAS 01, 096	
P325745	CUSAS 01, 063	
P325746	CUSAS 01, 165	
P325747	CUSAS 01, 128	
P325748	CUSAS 01, 181	
P325749	CUSAS 01, 106	
P325750	CUSAS 01, 081	
P325751	CUSAS 01, 054	
P325752	CUSAS 01, 182	
P325753	CUSAS 01, 151	
P325754	CUSAS 01, 134	
P325755	CUSAS 01, 183	
P325756	CUSAS 01, 055	
P325757	CUSAS 01, 094	
P325758	CUSAS 01, 107	
P325759	CUSAS 01, 014	
P325760	CUSAS 01, 136	
P325761	CUSAS 01, 184	
P325762	CUSAS 01, 139	
P325763	CUSAS 01, 118	
P325764	CUSAS 01, 185	
P325765	CUSAS 01, 028	
P325766	CUSAS 01, 180	
P325768	unpublished assigned	
P325957	CUSAS 21, 067	
P326284	CDLI Lexical 000002, ex. 177	Monaco, Salvatore, CUSAS 01 (2007) 010
P326285	CUSAS 01, 020	
P326286	CUSAS 01, 082	
P326287	CUSAS 01, 102	
P326288	CUSAS 01, 195	
P326289	CUSAS 01, 038	
P326291	CUSAS 01, 008	
P326800	CUSAS 01, 193	
P326897	CUSAS 01, 108	
P326973	CUSAS 01, 058	
P328725	CUSAS 01, 083	
P328726	CUSAS 01, 059	
P328728	CUSAS 01, 026	
P328729	CUSAS 01, 109	
P328730	CUSAS 01, 163	
P328731	CUSAS 01, 043	
P328732	CUSAS 01, 084	
P328733	CUSAS 01, 215	
P328734	CUSAS 01, 044	
P328735	CUSAS 01, 085	
P328736	CUSAS 01, 216	
P328737	CUSAS 01, 101	
P328738	CUSAS 01, 086	
P328767	CUSAS 01, 087	
P328791	CUSAS 01, 004	
P328872	CUSAS 21, 088	
P328873	CUSAS 21, 045	
P328874	CUSAS 21, 066	
P328875	CUSAS 21, 087	
P328876	CUSAS 21, 114	
P328877	unpublished assigned	
P328878	unpublished assigned	
P328879	CUSAS 21, 064	
P328880	CUSAS 21, 043	
P328881	CUSAS 21, 141	
P328882	CUSAS 21, 099	
P328883	CUSAS 21, 142	
P328884	CUSAS 21, 059	
P328885	CUSAS 21, 100	
P328886	CUSAS 21, 101	
P328887	CUSAS 21, 065	
P328889	CUSAS 21, 102	
P329319	CUSAS 01, 057	
P329320	CUSAS 01, 025	
P329352	CUSAS 21, 113	
P329353	CUSAS 21, 039	
P330045	CUSAS 01, 116	
P330046	CUSAS 01, 196	
P330047	CUSAS 01, 091	
P330048	CUSAS 01, 171	
P330049	CUSAS 01, 145	
P330050	CUSAS 01, 207	
P330051	CUSAS 01, 208	
P330052	CUSAS 01, 209	
P330053	CUSAS 01, 210	
P330054	CUSAS 01, 211	
P330055	CUSAS 01, 212	
P330056	CUSAS 01, 213	
P330057	CUSAS 01, 089	
P330058	CUSAS 01, 189	
P330059	CUSAS 01, 214	
P330060	CUSAS 01, 201	
P330061	CUSAS 01, 204	
P330062	CUSAS 01, 205	
P330063	CDLI Lexical 000022, ex. 032	Monaco, Salvatore, CUSAS 01 (2007) 012
P330064	CUSAS 01, 056	
P330065	CDLI Lexical 000022, ex. 031	Monaco, Salvatore, CUSAS 01 (2007) 011
P330066	CDLI Lexical 000002, ex. 176	Monaco, Salvatore, CUSAS 01 (2007) 009
P330067	CUSAS 01, 192	
P330068	CUSAS 01, 203	
P330069	CUSAS 01, 017	
P330070	CUSAS 01, 190	
P330071	CUSAS 01, 194	
P330072	CUSAS 01, 124	Sallaberger, Walther, ZA 093 (2003) 118 no. 2
P330073	CUSAS 01, 125	Sallaberger, Walther, ZA 093 (2003) 118 no. 2
P342637	unpublished assigned	
P342638	unpublished assigned	
P368413	CDLI Seals 001388 (physical)	Seri, Andrea, CDLJ 2007/1, §3.62
P382238	unpublished unassigned ?	
P382658	CUSAS 31, 068	
P382659	CUSAS 31, 101	
P382662	CUSAS 31, 042	
P382673	CUSAS 31, 021	
P385821	OECT 07, 097a	
P385871	CUSAS 31, 090	
P386388	CUSAS 31, 166	
P387483	CUSAS 21, 165	
P387484	CUSAS 21, 166	
P387485	CUSAS 21, 156	
P387486	CUSAS 21, 167	
P387487	CUSAS 21, 168	
P387488	CUSAS 21, 211	
P387489	CUSAS 21, 212	
P387490	CUSAS 21, 184	
P387491	CUSAS 21, 185	
P387492	CUSAS 21, 182	
P387493	CUSAS 21, 186	
P387494	CUSAS 21, 213	
P387495	CUSAS 21, 187	
P387496	CUSAS 21, 188	
P387497	CUSAS 21, 214	
P387498	CUSAS 21, 169	
P387499	CUSAS 21, 215	
P387500	CUSAS 21, 216	
P387501	CUSAS 21, 170	
P387502	CUSAS 21, 263	
P387503	CUSAS 21, 189	
P387504	CUSAS 21, 190	
P387505	CUSAS 21, 217	
P387506	CUSAS 21, 218	
P387507	CUSAS 21, 191	
P387508	CUSAS 21, 192	
P387509	CUSAS 21, 219	
P387510	CUSAS 21, 220	
P387511	CUSAS 21, 221	
P387512	CUSAS 21, 171	
P387513	CUSAS 21, 222	
P387514	CUSAS 21, 193	
P387515	CUSAS 21, 194	
P387516	CUSAS 21, 195	
P387517	CUSAS 21, 270	
P387518	CUSAS 21, 250	
P387519	CUSAS 21, 272	
P387520	CUSAS 21, 251	
P387521	CUSAS 21, 252	
P387522	CUSAS 21, 253	
P387523	CUSAS 21, 196	
P387524	CUSAS 21, 285	
P387525	CUSAS 21, 254	
P387526	CUSAS 21, 255	
P387527	CUSAS 21, 197	
P387528	CUSAS 21, 256	
P387529	CUSAS 21, 257	
P387530	CUSAS 21, 271	
P387531	CUSAS 21, 198	
P387532	CUSAS 21, 199	
P387533	CUSAS 21, 209	
P387534	CUSAS 21, 258	
P387535	CUSAS 21, 293	
P387536	CUSAS 21, 286	
P387537	CUSAS 21, 287	
P387538	CUSAS 21, 294	
P387539	CUSAS 21, 295	
P387540	CUSAS 21, 299	
P387541	CUSAS 21, 296	
P387542	CUSAS 21, 302	
P387543	CUSAS 21, 172	
P387544	CUSAS 21, 157	
P387545	CUSAS 21, 223	
P387546	CUSAS 21, 224	
P387547	CUSAS 21, 225	
P387548	CUSAS 21, 200	
P387549	CUSAS 21, 226	
P387550	CUSAS 21, 201	
P387551	CUSAS 21, 227	
P387552	CUSAS 21, 173	
P387553	CUSAS 21, 202	
P387554	CUSAS 21, 228	
P387555	CUSAS 21, 229	
P387556	CUSAS 21, 249	
P387557	CUSAS 21, 259	
P387558	CUSAS 21, 273	
P387559	CUSAS 21, 274	
P387560	CUSAS 21, 275	
P387561	CUSAS 21, 230	
P387562	CUSAS 21, 203	
P387563	CUSAS 21, 231	
P387564	CUSAS 21, 210	
P387565	CUSAS 21, 288	
P387566	CUSAS 21, 289	
P387567	CUSAS 21, 276	
P387568	CUSAS 21, 277	
P387569	CUSAS 21, 260	
P387570	CUSAS 21, 301	
P387571	CUSAS 21, 298	
P387572	CUSAS 21, 304	
P387573	CUSAS 21, 164	
P387574	CUSAS 21, 158	
P387575	CUSAS 21, 159	
P387576	CUSAS 21, 174	
P387577	CUSAS 21, 160	
P387578	CUSAS 21, 290	
P387579	CUSAS 21, 261	
P387580	CUSAS 21, 262	
P387581	CUSAS 21, 232	
P387582	CUSAS 21, 233	
P387583	CUSAS 21, 278	
P387584	CUSAS 21, 204	
P387585	CUSAS 21, 279	
P387586	CUSAS 21, 234	
P387587	CUSAS 21, 235	
P387588	CUSAS 21, 248	
P387589	CUSAS 21, 264	
P387590	CUSAS 21, 291	
P387591	CUSAS 21, 236	
P387592	CUSAS 21, 300	
P387593	CUSAS 21, 303	
P387685	RIME 2.13.01.01, ex. add02	Klein, Jacob, Fs Eph'al (2008) 157-162
P387698	CUSAS 21, 161	
P387699	CUSAS 21, 280	
P387700	CUSAS 21, 237	
P387701	CUSAS 21, 265	
P387702	CUSAS 21, 175	
P387703	CUSAS 21, 266	
P387704	CUSAS 21, 267	
P387705	CUSAS 21, 162	
P387706	CUSAS 21, 238	
P387707	CUSAS 21, 176	
P387708	CUSAS 21, 239	
P387709	CUSAS 21, 177	
P387710	CUSAS 21, 240	
P387711	CUSAS 21, 241	
P387712	CUSAS 21, 178	
P387713	CUSAS 21, 281	
P387714	CUSAS 21, 292	
P387715	CUSAS 21, 205	
P387716	CUSAS 21, 282	
P387717	CUSAS 21, 268	
P387718	CUSAS 21, 206	
P387719	CUSAS 21, 284	
P387720	CUSAS 21, 179	
P387721	CUSAS 21, 242	
P387722	CUSAS 21, 283	
P387723	CUSAS 21, 297	
P387724	CUSAS 21, 181	
P387725	CUSAS 21, 180	
P387733	CUSAS 31, 040	
P387734	CUSAS 31, 106	
P387735	CUSAS 31, 107	
P387736	CUSAS 31, 022	
P387737	CUSAS 31, 176	
P387738	CUSAS 31, 023	
P387739	CUSAS 31, 123	
P387740	CUSAS 31, 108	
P387741	CUSAS 31, 024	
P387742	CUSAS 31, 109	
P387743	CUSAS 31, 110	
P387744	CUSAS 31, 111	
P387745	CUSAS 31, 025	
P387746	CUSAS 31, 112	
P387747	CUSAS 31, 059	
P387748	CUSAS 31, 058	
P387749	CUSAS 31, 113	
P387750	CUSAS 31, 078	
P387751	CUSAS 31, 026	
P387752	CUSAS 31, 027	
P387753	CUSAS 31, 028	
P387889	CUSAS 31, 010	
P387962	CUSAS 31, 009	
P388186	CDLI Seals 001410 (physical)	
P388252	CDLI Lexical 000002, ex. 189	Wilson, Mark, Education in the Earliest Schools (2008) no. 002
P388253	CDLI Lexical 000002, ex. 190	Wilson, Mark, Education in the Earliest Schools (2008) no. 003
P390449	unpublished unassigned ?	
P390450	unpublished unassigned ?	
P391520	CDLN 2015/004	
P411528	CUSAS 21, 057	
P411529	CUSAS 21, 116	
P411530	CUSAS 21, 117	
P411531	CUSAS 21, 111	
P411532	CUSAS 21, 060	
P411533	CUSAS 21, 118	
P411535	CUSAS 21, 050	
P411536	CUSAS 21, 058	
P411537	unpublished unassigned ?	
P411538	CUSAS 21, 090	
P411539	CUSAS 21, 097	
P411540	CUSAS 21, 092	
P411541	CUSAS 21, 093	
P411542	CUSAS 21, 119	
P411543	CUSAS 21, 048	
P411544	CUSAS 21, 120	
P411545	CUSAS 21, 094	
P411546	CUSAS 21, 061	
P411598	CUSAS 21, 134	
P411599	CUSAS 21, 107	
P411601	CUSAS 21, 073	
P411602	CUSAS 21, 130	
P411603	CUSAS 21, 053	
P411604	CUSAS 21, 074	
P411605	CUSAS 21, 075	
P411606	CUSAS 21, 089	
P411607	CUSAS 21, 108	
P411608	CUSAS 21, 109	
P411609	CUSAS 21, 076	
P411610	CUSAS 21, 078	
P411611	CDLI Lexical 000002, ex. 193	Monaco, Salvatore, CUSAS 21 (2012) 037
P411612	CUSAS 21, 080	
P411613	CUSAS 21, 081	
P411614	CUSAS 21, 044	
P411615	CUSAS 21, 131	
P411616	CUSAS 21, 079	
P411617	CUSAS 21, 082	
P411618	CUSAS 21, 071	
