P001731	VA — ?	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002078	VA — ?	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002231	IM 023434,w	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002248	IM 023434,b	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002261	IM 023435,12	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002264	IM 023435,19	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002269	IM 023435,10	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002464	IM 023445,03	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002571	IM 023449,1	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002592	IM 026830	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	Nissen, Grundzüge, 96e, ohne Identifizierung;  Nissen, World Archaeology 17, 1986, 325e Vs. ohne Identifizierung
P002624	IM —	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002697	IM 046011 + IM 046061	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002741	IM 045991	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002758	IM 045978	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002874	IM 045912	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002882	IM 045941	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P002891	IM 046146	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003081	IM —	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003082	IM —	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003096	IM —	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003098	IM 133643	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003163	IM 133666	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003251	IM 064851	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003252	IM 064852	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003403	IM 065104	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003406	IM 065106	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003407	IM 065107	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003433	IM 065115	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003436	IM 065116	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003488	IM —	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003492	IM 067375	Uruk IV (ca. 3350-3200 BC)	unpublished unassigned ?	Uruk (mod. Warka)	BagM 2, Katalog;  Nissen, World Archaeology 17, 1986, 322 Vs. (p)
P003541	IM —	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
P003543	IM —	Uruk III (ca. 3200-3000 BC)	unpublished unassigned ?	Uruk (mod. Warka)	
