678	12876	NEW GLYPH=𒡶	IŠ~b	ISH-B
678.1	12875	NEW GLYPH=𒡵	IŠ~b~v1	ISH-B VARIANT 1
923	FFFFD	NEW GLYPH=󿿽	RAD~a	RAD-A
1515	12C63	NEW GLYPH=𒱣	|(BU~a~v1%BU~a~v1).NA₂~a@n|	BU-A OVER BU-A BESIDE NA2-A NUTILLU
1625	12CE0	NEW GLYPH=𒳠	|EZEN~b×6(N57)|~v1	EZEN-B TIMES SIX-N57
1738	12D54	NEW GLYPH=𒵔	|HI.SUHUR|	HI BESIDE SUHUR
1738.2	12D52	NEW GLYPH=𒵒	|HI.SUHUR~v2|	HI BESIDE SUHUR VARIANT 2
1743	FFFF9	NEW GLYPH=󿿹	|KA₂~d×LAM~b~v2|	KA2 TIMES LAM
