3000	|DUG~b×U₂~b|	FFFFC	󿿼	DUG-B TIMES U2-B
3001	DUG~a@t	FFFF8	󿿸	DUG-A TENU
3002	DUG~c2@t	FFFFB	󿿻	DUG-C2 TENU
3003	UZ~a	FFFFA	󿿺	UZ-A
