o0902841	PC25	2(LAGAB~a)	N	-	󰃰	-
o0902843	PC25	3(LAGAB~a)	N	-	󰃱	-
o0902845	PC25	4(LAGAB~a)	N	-	󰃲	-
o0903778	PC25	5(LAGAB~a)	N	-	󳄀	-
o0902847	PC25	6(LAGAB~a)	N	-	󰃳	-
o0902910	ADD	1(N08~b)	N	-	󰃵	-
o0902913	ADD	2(N08~b)	N	-	󰃶	-
o0902915	ADD	3(N08~b)	N	-	󰃷	-
o0902917	ADD	4(N08~b)	N	-	󰃸	-
o0902918	ADD	4(N08~c)	N	-	󰃹	-
o0902911	ADD	1(N08~v)	N	-	󰃺	-
o0903488	VSP	9(N19)~v	N	-	󰂔	-
o0903007	ADD	1(N22~v)	N	-	󰃽	-
o0903019	ADD	2(N24)	N	-	󰄃	-
o0903020	ADD	4(N24)	N	-	󰄄	-
o0903021	ADD	6(N24)	N	-	󰄅	-
o0903015	ADD	1(N24@f)	N	-	󰄆	-
o0903037	ADD	2(N29A)	N	-	󰄇	-
o0903043	ADD	2(N29AB)	N	-	󰄊	-
o0903038	ADD	2(N29B)	N	-	󰄈	-
o0903035	ADD	1(N29C)	N	-	󰄉	-
o0903047	ADD	1(N30B)	N	-	󰄋	-
o0903562	ADD	1(N30CA)	N	-	󳂁	-
o0903054	ADD	1(N30CB)	N	-	󰄌	-
o0903060	ADD	|1(N34)×1(N58)|	N	-	󰄭	-
o0903131	ADD	1(N43)	N	-	󰄍	-
o0903132	ADD	4(N43)	N	-	󰄎	-
o0903168	ADD	1(N48@f)	N	-	󰄏	-
o0903210	PC25	1(N57)	N	-	󰄐	-
o0903222	PC25	2(N57)	N	-	󰄑	-
o0903234	PC25	3(N57)	N	-	󰄒	-
o0903257	PC25	4(N57)	N	-	󰄓	-
o0903264	PC25	5(N57)	N	-	󰄔	-
o0903268	PC25	6(N57)	N	-	󰄕	-
o0903269	PC25	6(N57)~v	N	-	󰃙	-
o0903273	PC25	7(N57)	N	-	󰄖	-
o0903275	PC25	8(N57)	N	-	󰄗	-
o0903278	PC25	9(N57)	N	-	󰄘	-
o0903279	PC25	10(N57)	N	-	󰄙	-
o0903280	PC25	1(N58)	N	-	󰄚	-
o0903284	PC25	2(N58)	N	-	󰄛	-
o0903285	PC25	3(N58)	N	-	󰄜	-
o0903288	PC25	4(N58)	N	-	󰄝	-
o0903289	PC25	5(N58)	N	-	󰄞	-
o0903290	PC25	8(N58)	N	-	󰄟	-
o0903291	PC25	9(N58)	N	-	󰄠	-
o0903292	PC25	10(N58)	N	-	󰄡	-
o0903293	PC25	12(N58)	N	-	󰄢	-
o0903294	PC25	1(N58@t)	N	-	󰄣	-
o0903295	ADD	1(N59)	N	-	󰄤	-
o0903296	ADD	2(N59)	N	-	󰄥	-
o0903297	ADD	3(N59)	N	-	󰄦	-
o0903298	ADD	4(N59)	N	-	󰄧	-
o0903299	ADD	6(N59)	N	-	󰄨	-
o0903302	ADD	3(N61)	N	-	󰄩	-
o0903303	ADD	4(N62)	N	-	󰄪	-
o0903304	ADD	1(N63)	N	-	󰄫	-
