o0900047	©:	ABGAL	ABGAL	ABGAL	I	𒚫	𒚫,𒚬	EASL0028 EALX010 EAJN005	o0900047
o0900049	©:	ABRIG	ABRIG	ABRIG	I	𒚭	𒚭;󳂭	EASL0029 EALX011	o0900049
o0900085	©.	|AMAR.1(N02)|	|AMAR.1(N02)|	|AMAR.1(N02)|	I	𒛆	𒛆	EASL0054 EAJN014	o0900085
o0900104	©.	|APIN~a.APIN~a|	|APIN~a.APIN~a|	|APIN~a.APIN~a|	I	𒛓	𒛓	EASL0065	o0900104
o0900108	©:	ARARMA₂~b	ARARMA₂~b	ARARMA2~b	I	𒛘	𒛘	EASL0069 EAAR022	o0900108
o0900109	©:	ARATTA	ARATTA	ARATTA	I	𒛙	𒛙	EASL0070	o0900109
o0903572	.n	|BU~b.NA₂~a|	|BU~b.NA₂~a~v1|	|BU~b.NA2~a|	I	𒜗	𒜗	EASL0122	o0900181
o0900209	.C01b	|BULUG₃.DU₆~a|	|BULUG₃.DU₆~a|	-	I	󳁡	󳁡	CSL010	-
o0900222	.	|DA~a.LIŠ|	|DA~a.LIŠ|	|DA~a.LISZ|	I	𒜡	𒜡	EASL0132	o0900222
o0900498	.	|E₂~a.LIŠ|	|E₂~a.LIŠ|	|E2~a.LISZ|	I	𒟋	𒟋	EASL0283	o0900498
o0900499	.	|E₂~b.LIŠ|	|E₂~b.LIŠ|	|E2~b.LISZ|	I	𒟏	𒟏	EASL0287	o0900499
o0900508	:	E₃~a	E₃~a	E3~a	I	𒟓	𒟓	EASL0291	o0900508
o0900531	©.	|EN₂.E₂~a|	|EN₂.E₂~a|	|EN2.E2~a|	I	𒟤	𒟤	EASL0303	o0900531
o0900532	©.	|EN₂.E₂~b|	|EN₂.E₂~b|	|EN2.E2~b|	I	𒟥	𒟥	EASL0304 EAJN058	o0900532
o0900533	©:	ENDIB	ENDIB	ENDIB	I	𒟦	𒟦	EASL0305 EALX155	o0900533
o0900534	©:	ENGIZ	ENGIZ	ENGIZ	I	𒟧	𒟧	EASL0306 EALX156 EAJN059 EAVR054	o0900534
