id_text	designation	artifact_type	period	provenience	museum_no	accession_no	excavation_no	artifact_comments	seal_information	collections	dates	alternative_years	genres	languages	materials	publications_key	publications_type	publications_exact_ref
P003777	IM 134398	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134398		W 20494,18			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003778	IM 134399	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134399		W 20494,19			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003779	IM 134400	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134400		W 20494,20			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003780	IM 134401	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134401		W 20494,21			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003781	IM 134402	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134402		W 20494,22			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003782	IM 134403	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134403		W 20494,23			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003783	IM 134404	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134404		W 20494,24			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003784	IM 134405	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134405		W 20494,25			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003785	IM 134406	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134406		W 20494,26			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003786	IM 134407	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134407		W 20494,27			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003787	IM 134408	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134408		W 20494,28			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003788	IM 134409	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134409		W 20494,29			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	1454069;1462090;1464548;1465216	history;history;history;history	
P003789	IM 134410	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134410		W 20494,30			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003790	IM 134411	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134411		W 20494,31			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003791	IM 134412	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134412		W 20494,32			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003792	IM 134413	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134413		W 20494,33			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003793	IM 134414	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134414		W 20494,34			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003794	IM 134415	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134415		W 20494,35			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003795	IM 134416	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134416		W 20494,36			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003796	IM 134417	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134417		W 20494,37			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003797	IM 134418	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134418		W 20494,38			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003798	W 20496,1	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM —		W 20496,1			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003799	W 20496,2	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM —		W 20496,2			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003800	IM 134419	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134419		W 20496,3			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003801	ATU 7, pl. 066, W 20498	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	HD: W 20498		W 20498			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 66, W 20498
P003802	ATU 7, pl. 066, W 20499,1	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	HD: W 20499,1		W 20499,1			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 66, W 20499,1
P003803	ATU 7, pl. 066, W 20499,2	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20499,2		W 20499,2			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 66, W 20499,2
P003804	ATU 7, pl. 066, W 20500+	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	HD: W 20500+		W 20500 + W 20500,b			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 66, W 20500+
P003805	ATU 7, pl. 067, W 20500,a	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20500,a		W 20500,a			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 67, W 20500,a
P003807	IM 081454	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 081454		W 20511,01			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Green1987ATU2; sec1883; Schmandt-Besserat1992-74352	history; history; history	pl. 55; ; 1, p. 143, fig. 94 (p) rev.
P003808	W 20511,02	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM —		W 20511,02			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003809	W 20511,03	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM —		W 20511,03			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003810	ATU 7, pl. 067, W 20511,4	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,4		W 20511,04			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 67, W 20511,4
P003811	ATU 7, pl. 067, W 20511,5	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,5		W 20511,05			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 67, W 20511,5
P003812	ATU 7, pl. 067, W 20511,6	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,6		W 20511,06			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001;1376694	primary;history	pl. 67, W 20511,6;
P003813	ATU 7, pl. 067, W 20511,7	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,7		W 20511,07			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 67, W 20511,7
P003814	ATU 7, pl. 068, W 20511,8	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,8		W 20511,08			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 68, W 20511,8
P003815	ATU 7, pl. 068, W 20511,9	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,9		W 20511,09			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 68, W 20511,9
P003816	ATU 7, pl. 068, W 20511,10	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,10		W 20511,10			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 68, W 20511,10
P003817	ATU 7, pl. 068, W 20511,11	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,11		W 20511,11			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 68, W 20511,11
P003818	ATU 7, pl. 068, W 20511,12	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,12		W 20511,12			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001;1376695	primary;history	pl. 68, W 20511,12;
P003819	ATU 7, pl. 068, W 20511,14	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,14		W 20511,14			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 68, W 20511,14
P003820	ATU 7, pl. 068, W 20511,15	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,15		W 20511,15			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 68, W 20511,15
P003821	ATU 7, pl. 069, W 20511,16	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,16		W 20511,16			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 69, W 20511,16
P003822	ATU 7, pl. 069, W 20511,17a	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,17a		W 20511,17a			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 69, W 20511,17a
P003823	ATU 7, pl. 069, W 20511,17b	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,17b		W 20511,17b			German Archaeological Institute, Berlin, Germany			Lexical	undetermined	clay	Englund2001	primary	pl. 69, W 20511,17b
P003824	ATU 7, pl. 069, W 20511,18	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,18		W 20511,18			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 69, W 20511,18
P003825	ATU 7, pl. 069, W 20511,19	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,19		W 20511,19			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 69, W 20511,19
P003826	ATU 7, pl. 069, W 20511,20	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,20		W 20511,20			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 69, W 20511,20
P003827	ATU 7, pl. 069, W 20511,21	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,21		W 20511,21			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 69, W 20511,21
P003828	ATU 7, pl. 069, W 20511,22	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,22		W 20511,22			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 69, W 20511,22
P003829	ATU 7, pl. 070, W 20511,23	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,23		W 20511,23			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 70, W 20511,23
P003830	ATU 7, pl. 070, W 20511,24	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,24		W 20511,24			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 70, W 20511,24
P003831	ATU 7, pl. 070, W 20511,25	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,25		W 20511,25			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 70, W 20511,25
P003832	ATU 7, pl. 070, W 20511,26	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,26		W 20511,26			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 70, W 20511,26
P003833	ATU 7, pl. 070, W 20511,27	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,27		W 20511,27			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 70, W 20511,27
P003834	ATU 7, pl. 070, W 20511,28	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,28		W 20511,28			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 70, W 20511,28
P003835	ATU 7, pl. 070, W 20511,29	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,29		W 20511,29			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 70, W 20511,29
P003836	ATU 7, pl. 070, W 20511,30	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,30		W 20511,30			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 70, W 20511,30
P003837	ATU 7, pl. 070, W 20511,31	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,31		W 20511,31			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 70, W 20511,31
P003838	ATU 7, pl. 070, W 20511,32	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20511,32		W 20511,32			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 70, W 20511,32
P003839	IM 134421	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134421		W 20512			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003840	ATU 7, pl. 070, W 20513	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20513		W 20513			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 70, W 20513
P003842	ATU 7, pl. 071, W 20514,2	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20514,2		W 20514,2			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001-3054; Ozaki2020	primary; primary	pl. 71, W 20514,2; 737
P003844	ATU 7, pl. 071, W 20514,5	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20514,5		W 20514,5			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 71, W 20514,5
P003845	ATU 7, pl. 072, W 20514,6	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20514,6		W 20514,6			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 72, W 20514,6
P003846	ATU 7, pl. 072, W 20514,8	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20514,8		W 20514,8			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 72, W 20514,8
P003847	ATU 7, pl. 072, W 20516	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	HD: W 20516		W 20516			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 72, W 20516
P003848	ATU 7, pl. 072, W 20517,1	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20517,1		W 20517,1			German Archaeological Institute, Berlin, Germany				undetermined	clay	Englund2001	primary	pl. 72, W 20517,1
P003849	IM 134423	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134423		W 20518,1			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003850	IM 134424	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134424		W 20518,2			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003851	IM 134425	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134425		W 20519			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003852	IM 134426	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134426		W 20520			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003853	ATU 7, pl. 072, W 20521,2	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20521,2		W 20521,2			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 72, W 20521,2
P003854	ATU 7, pl. 072, W 20522,1	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	HD: W 20522,1		W 20522,01			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 72, W 20522,1
P003855	ATU 7, pl. 072, W 20522,2	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	HD: W 20522,2		W 20522,02			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001;1376696	primary;history	pl. 72, W 20522,2;
P003856	ATU 7, pl. 073, W 20522,3	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	HD: W 20522,3		W 20522,03			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 73, W 20522,3
P003857	ATU 7, pl. 073, W 20522,4	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	HD: W 20522,4		W 20522,04			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 73, W 20522,4
P003858	ATU 7, pl. 073, W 20522,5	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	HD: W 20522,5		W 20522,05			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 73, W 20522,5
P003859	ATU 7, pl. 073, W 20522,6	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20522,6		W 20522,06			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 73, W 20522,6
P003860	ATU 7, pl. 073, W 20522,7	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20522,7		W 20522,07			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 73, W 20522,7
P003861	ATU 7, pl. 073, W 20522,8	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20522,8		W 20522,08			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 73, W 20522,8
P003862	ATU 7, pl. 073, W 20522,9	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	HD: W 20522,9		W 20522,09			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 73, W 20522,9
P003863	ATU 7, pl. 073, W 20522,10	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	HD: W 20522,10		W 20522,10			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 73, W 20522,10
P003864	ATU 7, pl. 073, W 20522,11	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	HD: W 20522,11		W 20522,11			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 73, W 20522,11
P003865	ATU 7, pl. 074, W 20522,12	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20522,12		W 20522,12			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 74, W 20522,12
P003866	ATU 7, pl. 074, W 20522,13	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	HD: W 20522,13		W 20522,13			German Archaeological Institute, Berlin, Germany			Administrative	undetermined	clay	Englund2001	primary	pl. 74, W 20522,13
P003867	IM 134427	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134427		W 20523,1			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003868	IM 134428	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134428		W 20523,2			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003869	IM 134429,01	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,01		W 20523,3a			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003870	IM 134429,02	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,02		W 20523,3b			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003871	IM 134429,03	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,03		W 20523,3c			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003872	IM 134429,04	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,04		W 20523,3d			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003873	IM 134429,05	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,05		W 20523,3e			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003874	IM 134429,06	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,06		W 20523,3f			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003875	IM 134429,07	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,07		W 20523,3g			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003876	IM 134429,08	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,08		W 20523,3h			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003877	IM 134429,09	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,09		W 20523,3i			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003878	IM 134429,10	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,10		W 20523,3j			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003879	IM 134429,11	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,11		W 20523,3k			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003880	IM 134429,12	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,12		W 20523,3l			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003881	IM 134429,13	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,13		W 20523,3m			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003882	IM 134429,14	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,14		W 20523,3n			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003883	IM 134429,15	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,15		W 20523,3o			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003884	IM 134429,16	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,16		W 20523,3p			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003885	IM 134429,17	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,17		W 20523,3q			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003886	IM 134429,18	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,18		W 20523,3r			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003887	IM 134429,19	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,19		W 20523,3s			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003888	IM 134429,20	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,20		W 20523,3t			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003889	IM 134429,21	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,21		W 20523,3u			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003890	IM 134429,22	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,22		W 20523,3v			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003891	IM 134429,23	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134429,23		W 20523,3w			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003892	IM 073478	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 073478		W 20546			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003893	IM 073479	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 073479		W 20547			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003894	IM 134434	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134434		W 20548			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	1376697	history	
P003895	IM 134436	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134436		W 20549,1			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003896	IM 134437	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134437		W 20550			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003897	IM 134438	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134438		W 20551,1			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1998OBO160/1; Green1987ATU2; sec1890; Friberg1997AfO44	history; history; history; history	p. 211 fig. 86; pl. 59; ; 37
P003898	IM 134439	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134439		W 20551,2			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003899	IM 134440	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134440		W 20551,3			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003900	IM 134441	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	IM 134441		W 20551,4			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
P003901	IM 134442	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	IM 134442		W 20552,1			National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay			
