EANM001	o0902841	PC25	2(LAGAB~a)	N	-	󰃰	o0902841
EANM002	o0902843	PC25	3(LAGAB~a)	N	-	󰃱	-
EANM003	o0902845	PC25	4(LAGAB~a)	N	-	󰃲	o0902845
EANM004	o0903778	ADD	5(LAGAB~a)	N	-	󳄀	-
EANM005	o0902847	PC25	6(LAGAB~a)	N	-	󰃳	o0902847
EANM006	o0902858	ACN	1(N01)	N	-	𒕐	o0902858
EANM007	o0902859	ACN	2(N01)	N	-	𒕑,󰁟	o0902859
EANM008	o0902860	ACN	3(N01)	N	-	𒕒,󰁠	o0902860
EANM009	o0902861	ACN	4(N01)	N	-	𒕓	o0902861
EANM010	o0902862	ACN	5(N01)	N	-	𒕔,󰁡	o0902862
EANM011	o0902863	ACN	6(N01)	N	-	𒕕,󰁢	o0902863
EANM012	o0902864	ACN	7(N01)	N	-	𒕖,󰁣	o0902864
EANM013	o0902865	ACN	8(N01)	N	-	𒕗,󰁤	o0902865
EANM014	o0902866	ACN	9(N01)	N	-	𒕘,󰁥	o0902866
EANM015	o0902868	OOR	10(N01)	N	-	󰃚	o0902868
EANM016	o0902848	ACN	1(N01@f)	N	-	𒙌	o0902848
EANM017	o0902849	ACN	2(N01@f)	N	-	𒙍,󰁦	o0902849
EANM018	o0902850	ACN	3(N01@f)	N	-	𒙎,󰁧	o0902850
EANM019	o0902851	ACN	4(N01@f)	N	-	𒙏	o0902851
EANM020	o0902852	ACN	5(N01@f)	N	-	𒙐,󰁨	o0902852
EANM021	o0902853	ACN	6(N01@f)	N	-	𒙑,󰁩	o0902853
EANM022	o0902854	ACN	7(N01@f)	N	-	𒙒,󰁪	o0902854
EANM023	o0902855	ACN	8(N01@f)	N	-	𒙓,󰁫	o0902855
EANM024	o0902856	ACN	9(N01@f)	N	-	𒙔,󰁬	o0902856
EANM025	o0902857	ACN	1(N01@r)	N	-	𒖉	o0902857
EANM026	o0902869	ACN	1(N02)	N	-	𒖾	o0902869
EANM027	o0902871	ACN	2(N02)	N	-	𒖿,󰁭	o0902871
EANM028	o0902872	ACN	3(N02)	N	-	𒗀,󰁮	o0902872
EANM029	o0902873	ACN	4(N02)	N	-	𒗁	o0902873
EANM030	o0902874	ACN	5(N02)	N	-	𒗂,󰁯	o0902874
EANM031	o0902875	ACN	6(N02)	N	-	𒗃,󰁰	o0902875
EANM032	o0902876	ACN	7(N02)	N	-	𒗄,󰁱	o0902876
EANM033	o0902877	ACN	8(N02)	N	-	𒗅,󰁲	o0902877
EANM034	o0902878	ACN	9(N02)	N	-	𒗆,󰁳	o0902878
EANM035	o0902879	ACN	1(N03)	N	-	𒗯	o0902879
EANM036	o0902880	ACN	2(N03)	N	-	𒗰,󰁴	o0902880
EANM037	o0902881	ACN	3(N03)	N	-	𒗱,󰁵	o0902881
EANM038	o0902882	ACN	4(N03)	N	-	𒗲	o0902882
EANM039	o0902883	ACN	5(N03)	N	-	𒗳,󰁶	o0902883
EANM040	o0902884	ACN	1(N04)	N	-	𒘆	o0902884
EANM041	o0902885	ACN	2(N04)	N	-	𒘇,󰁷	o0902885
EANM042	o0902886	ACN	3(N04)	N	-	𒘈,󰁸	o0902886
EANM043	o0902887	ACN	4(N04)	N	-	𒘉	o0902887
EANM044	o0902888	ACN	5(N04)	N	-	𒘊,󰁹	o0902888
EANM045	o0902889	ACN	1(N04@f)	N	-	𒙶	o0902889
EANM046	o0902890	ACN	2(N04@f)	N	-	𒙷,󰁺	o0902890
EANM047	o0902891	ACN	3(N04@f)	N	-	𒙸	o0902891
EANM048	o0902892	ACN	4(N04@f)	N	-	𒙹	o0902892
EANM049	o0902893	ACN	5(N04@f)	N	-	𒙺,󰁻	o0902893
EANM050	o0902894	ACN	1(N05)	N	-	𒘱	o0902894
EANM051	o0902895	ACN	2(N05)	N	-	𒘲,󰁼	o0902895
EANM052	o0902896	ACN	3(N05)	N	-	𒘳,󰁽	o0902896
EANM053	o0902897	ACN	4(N05)	N	-	𒘴	o0902897
EANM054	o0902898	ACN	5(N05)	N	-	𒘵,󰁾	o0902898
EANM055	o0902899	ACN	1(N06)	N	-	𒗑	o0902899
EANM056	o0903321	ACN	2(N06)	N	-	𒗒	-
EANM057	o0903322	ACN	3(N06)	N	-	𒗓	-
EANM058	o0903323	ACN	4(N06)	N	-	𒗔	-
EANM059	o0903324	ACN	5(N06)	N	-	𒗕	-
EANM060	o0903325	ACN	6(N06)	N	-	𒗖	-
EANM061	o0903326	ACN	7(N06)	N	-	𒗗	-
EANM062	o0903327	ACN	8(N06)	N	-	𒗘	-
EANM063	o0903328	ACN	9(N06)	N	-	𒗙	-
EANM064	o0902901	ACN	1(N07A)	N	-	𒙆	o0902901
EANM065	o0902904	ACN	2(N07A)	N	-	𒙇	o0902904
EANM066	o0902907	ACN	3(N07A)	N	-	𒙈	o0902907
EANM067	o0902902	ACN	1(N07B)	N	-	𒙉	o0902902
EANM068	o0902905	ACN	2(N07B)	N	-	𒙊	o0902905
EANM069	o0902908	ACN	3(N07B)	N	-	𒙋	o0902908
EANM070	o0902909	ACN	1(N08)	N	-	𒕙	o0902909
EANM071	o0902912	ACN	2(N08)	N	-	𒕚	o0902912
EANM072	o0902914	ACN	3(N08)	N	-	𒕛	o0902914
EANM073	o0902916	ACN	4(N08)	N	-	𒕜,󰁿	o0902916
EANM074	o0902919	ACN	5(N08)	N	-	𒕝	o0902919
EANM075	o0902920	ACN	6(N08)	N	-	𒕞	o0902920
EANM076	o0902921	ACN	7(N08)	N	-	𒕟	o0902921
EANM077	o0902922	ACN	8(N08)	N	-	𒕠	o0902922
EANM078	o0902923	ACN	9(N08)	N	-	𒕡	o0902923
EANM079	o0902910	ADD	1(N08~b)	N	-	󰃵	o0902910
EANM080	o0902913	ADD	2(N08~b)	N	-	󰃶	o0902913
EANM081	o0902915	ADD	3(N08~b)	N	-	󰃷	o0902915
EANM082	o0902917	ADD	4(N08~b)	N	-	󰃸	o0902917
EANM083	o0902918	ADD	4(N08~c)	N	-	󰃹	o0902918
EANM084	o0902911	ADD	1(N08~v)	N	-	󰃺	-
EANM085	o0902924	ACN	1(N08@f)	N	-	𒙕	o0902924
EANM086	o0902925	ADD	|1(N08@f)×1(N57)|	N	-	󰄬	o0902925
EANM087	o0902926	ACN	1(N09)	N	-	𒙃	o0902926
EANM088	o0902927	ACN	1(N11)	N	-	𒙄	o0902927
EANM089	o0902928	ACN	1(N12)	N	-	𒙅	o0902928
EANM090	o0902929	ACN	1(N14)	N	-	𒕢	o0902929
EANM091	o0902930	ACN	2(N14)	N	-	𒕣	o0902930
EANM092	o0902932	ACN	3(N14)	N	-	𒕤	o0902932
EANM093	o0902933	ACN	4(N14)	N	-	𒕥	o0902933
EANM094	o0902935	ACN	5(N14)	N	-	𒕦,󰂀	o0902934
EANM095	o0902937	ACN	6(N14)	N	-	𒕧,󰂁	o0902936
EANM096	o0902938	ACN	7(N14)	N	-	𒕨,󰂂	o0902938
EANM097	o0902939	ACN	8(N14)	N	-	𒕩,󰂃	o0902939
EANM098	o0902940	ACN	9(N14)	N	-	𒕪,󰂄	o0902940
EANM099	o0902941	OOR	10(N14)	N	-	󰃛	o0902941
EANM100	o0902942	OOR5	11(N14)	N	-	󰃜	-
EANM101	o0902943	OOR5	12(N14)	N	-	󰃝	o0902943
EANM102	o0902944	OOR5	22(N14)	N	-	󰃞	-
EANM103	o0902945	ACN	1(N14@f)	N	-	𒙖	o0902945
EANM104	o0902946	ACN	2(N14@f)	N	-	𒙗	o0902946
EANM105	o0902947	ACN	3(N14@f)	N	-	𒙘	o0902947
EANM106	o0902948	ACN	4(N14@f)	N	-	𒙙	o0902948
EANM107	o0902949	ACN	5(N14@f)	N	-	𒙚,󰂅	o0902949
EANM108	o0902950	ACN	6(N14@f)	N	-	𒙛,󰂆	o0902950
EANM109	o0902951	ACN	7(N14@f)	N	-	𒙜,󰂇	o0902951
EANM110	o0902952	ACN	8(N14@f)	N	-	𒙝,󰂈	o0902952
EANM111	o0902953	ACN	9(N14@f)	N	-	𒙞,󰂉	o0902953
EANM112	o0902954	OOR	10(N14@f)	N	-	󰃟	o0902954
EANM113	o0902955	ACN	1(N15)	N	-	𒗇	o0902955
EANM114	o0902956	ACN	2(N15)	N	-	𒗈	o0902956
EANM115	o0902957	ACN	3(N15)	N	-	𒗉	o0902957
EANM116	o0902958	ACN	4(N15)	N	-	𒗊	o0902958
EANM117	o0902959	ACN	5(N15)	N	-	𒗋,󰂊	o0902959
EANM118	o0902960	ACN	1(N16)	N	-	󰃻	o0902960
EANM119	o0902961	ACN	1(N17)	N	-	󰃼	o0902961
EANM120	o0902962	ACN	1(N18)	N	-	𒗴	o0902962
EANM121	o0902963	ACN	2(N18)	N	-	𒗵	o0902963
EANM122	o0902964	ACN	3(N18)	N	-	𒗶	o0902964
