o0980028	777
o0980029	835
o0980030	921
o0980035	921
o0980036	751
o0980038	900
o0980039	820
o0980045	795
o0980053	910
o0980054	875
o0980056	678
o0980057	972
o0980064	762
o0980065	799
o0980066	716
o0980067	883
o0980068	799
o0980069	900
o0980071	573
o0980072	779
o0980073	777
o0980083	856
o0980084	833
o0980085	835
o0980087	924
o0980094	880
o0980096	744
o0980097	744
o0980098	744
o0980099	744
o0980101	686
o0980112	892
o0980115	945
o0980120	949
o0980121	949
o0980122	949
o0980123	714
o0980124	821
o0980126	862
o0980127	746
o0980138	945
o0980139	856
o0980144	853
o0980145	818
o0980146	938
o0980147	795
o0980148	941
o0980149	938
o0980150	840
o0980152	941
o0980153	921
o0980154	972
o0980155	875
o0980157	959
o0980158	945
o0980187	332
o0980187	332
o0980192	905
o0980238	900
o0980243	972
o0980259	800
o0980272	905
o0980283	606
o0980285	897
o0980286	938
o0980308	744
o0980315	945
o0980316	945
o0980318	955
o0980319	979
o0980320	835
o0980321	833
o0980322	600
o0980323	686
o0980324	600
o0980325	460
o0980329	835
o0980333	921
o0980334	904
o0980341	919
o0980350	945
o0980352	921
o0980353	772
o0980354	816
o0980355	800
o0980358	966
o0980359	674
o0980420	900
o0980434	850
o0980435	900
o0980436	945
o0980443	945
o0980448	945
o0980453	701
o0980460	921
o0980463	975
o0980464	686
o0980468	921
o0980472	813
o0980474	897
o0980475	779
o0980476	714
o0980477	744
o0980478	744
o0980479	804
o0980480	833
o0980481	897
o0980482	797
o0980483	897
o0980484	897
o0980485	900
o0980486	744
o0980487	966
o0980488	727
o0980489	716
o0980490	721
o0980491	716
o0980492	800
o0980493	795
o0980495	949
o0980496	772
o0980497	797
o0980499	897
o0980502	934
o0980506	856
o0980507	729
o0980518	945
o0980519	972
o0980525	914
o0980529	906
o0980534	660
o0980535	853
o0980536	897
o0980537	924
o0980538	425
o0980539	853
o0980540	853
o0980542	795
o0980543	943
o0980544	897
o0980547	680
o0980564	750
o0980567	941
o0980577	924
o0980578	975
o0980580	945
o0980581	897
o0980599	795
o0980600	877
o0980601	880
o0980604	833
o0980605	833
o0980607	952
o0980609	816
o0980610	565
o0980612	760
o0980616	760
o0980617	687
o0980619	880
o0980622	900
o0980623	760
o0980631	813
o0980632	797
o0980633	816
o0980634	813
o0980641	945
o0980646	900
o0980657	813
o0980658	865
o0980661	840
o0980678	876
o0980679	945
o0980686	877
o0980687	856
o0980690	972
o0980692	972
o0980700	924
o0980703	868
o0980706	840
o0980708	746
o0980711	813
o0980770	972
o0980771	972
o0980772	903
o0980773	716
o0980774	897
o0980776	877
o0980778	875
o0980779	945
o0980781	764
o0980784	966
o0980785	897
o0980789	862
o0980794	514
o0980796	850
o0980797	744
o0980798	793
o0980799	673
o0980801	853
o0980802	921
o0980803	975
o0980804	797
o0980805	877
o0980806	897
o0980830	813
o0980831	835
o0980833	838
o0980834	850
