o0903166	6(N48)	F00EB	Pcun	9.4	OOR
o0903167	7(N48)	F00EC	Pcun	9.4	OOR
o0903173	5(N49)	F00ED	Pcun	9.4	OOR
o0903201	3(N53)	F00EE	Pcun	9.4	DNE
o0903207	1(N55)	F00EF	Pcun	9.4	DNE ACN p.44; only attested on one tablet; interpretation unclear
o0902841	2(LAGAB~a)	F00F0	Pcun	9.5	PCE
o0902843	3(LAGAB~a)	F00F1	Pcun	9.5	PCE
o0902845	4(LAGAB~a)	F00F2	Pcun	9.5	PCE
o0902847	6(LAGAB~a)	F00F3	Pcun	9.5	PCE
o0038414	1(|AŠ@c×DIŠ|)	F00F4	Pcun	9.5	ACN
o0902910	1(N08~b)	F00F5	Pcun	9.5	ADD
o0902913	2(N08~b)	F00F6	Pcun	9.5	ADD
o0902915	3(N08~b)	F00F7	Pcun	9.5	ADD
o0902917	4(N08~b)	F00F8	Pcun	9.5	ADD
o0902918	4(N08~c)	F00F9	Pcun	9.5	ADD
o0902911	1(N08~v)	F00FA	Pcun	9.5	ADD
o0902960	1(N16)	F00FB	Pcun	9.5	ACN ACN p.43; possible fraction "should probably be encoded in the [ACN] block"
o0902961	1(N17)	F00FC	Pcun	9.5	ACN ACN p.43; SJT: associated w N16 and likely also a fraction; encode with N16
o0903007	1(N22@v)	F00FD	Pcun	9.5	ADD
o0903010	1(N23)	F00FE	Pcun	9.5	Pelm ACN p.43; more Pelm than Pcun "Best encoded as part of a [Pelm] proposal"
o0903011	2(N23)	F00FF	Pcun	9.5	Pelm
o0903012	3(N23)	F0100	Pcun	9.5	Pelm
o0903013	5(N23)	F0101	Pcun	9.5	Pelm
o0903014	7(N23)	F0102	Pcun	9.5	Pelm
o0903019	2(N24)	F0103	Pcun	9.5	ADD
o0903020	4(N24)	F0104	Pcun	9.5	ADD
o0903021	6(N24)	F0105	Pcun	9.5	ADD
o0903015	1(N24@f)	F0106	Pcun	9.5	ADD
o0903037	2(N29~a)	F0107	Pcun	9.5	ADD
o0903038	2(N29~b)	F0108	Pcun	9.5	ADD
o0903035	1(N29~c)	F0109	Pcun	9.5	ADD
o0903043	2(N29A~b)	F010A	Pcun	9.5	ADD
o0903047	1(N30~b)	F010B	Pcun	9.5	ADD ACN omits but attested in CUSAS31, 99 [P006396] o i 5
o0903054	1(N30C~b)	F010C	Pcun	9.5	ADD
o0903131	1(N43)	F010D	Pcun	9.5	ADD ACN p.44; "probably part of variant system Š"
o0903132	4(N43)	F010E	Pcun	9.5	ADD
o0903168	1(N48@f)	F010F	Pcun	9.5	ADD
o0903210	1(N57)	F0110	Pcun	9.5	PCE
o0903222	2(N57)	F0111	Pcun	9.5	PCE
o0903234	3(N57)	F0112	Pcun	9.5	PCE
o0903257	4(N57)	F0113	Pcun	9.5	PCE
o0903264	5(N57)	F0114	Pcun	9.5	PCE
o0903268	6(N57)	F0115	Pcun	9.5	PCE
o0903273	7(N57)	F0116	Pcun	9.5	PCE
o0903275	8(N57)	F0117	Pcun	9.5	PCE
o0903278	9(N57)	F0118	Pcun	9.5	PCE
o0903279	10(N57)	F0119	Pcun	9.5	PCE
o0903280	1(N58)	F011A	Pcun	9.5	PCE
o0903284	2(N58)	F011B	Pcun	9.5	PCE
o0903285	3(N58)	F011C	Pcun	9.5	PCE
o0903288	4(N58)	F011D	Pcun	9.5	PCE
o0903289	5(N58)	F011E	Pcun	9.5	PCE
o0903290	8(N58)	F011F	Pcun	9.5	PCE
o0903291	9(N58)	F0120	Pcun	9.5	PCE
o0903292	10(N58)	F0121	Pcun	9.5	PCE
o0903293	12(N58)	F0122	Pcun	9.5	PCE
o0903294	1(N58@t)	F0123	Pcun	9.5	PCE
o0903295	1(N59)	F0124	Pcun	9.5	ADD ACN p.44; "possibly a variant of [N04]"
o0903296	2(N59)	F0125	Pcun	9.5	ADD
o0903297	3(N59)	F0126	Pcun	9.5	ADD
o0903298	4(N59)	F0127	Pcun	9.5	ADD
o0903299	6(N59)	F0128	Pcun	9.5	ADD
o0903302	3(N61)	F0129	Pcun	9.5	ADD
o0903303	4(N62)	F012A	Pcun	9.5	ADD
o0903304	1(N63)	F012B	Pcun	9.5	ADD
o0903060	|1(N34)×1(N58)|	F012D	Pcun	9.5	ADD
o0903300	7(N59)	F3080	Pcun	0	DNE Very uncertain in CUSAS 31, 185 o vi 3
o0903562	1(N30CA)	F3081	Pcun	0	ADD
o0903778	5(LAGAB~a)	F3100	Pcun	9.5	GAP
