o0902858	1(N01)	12550	CUNEIFORM NUMERIC SIGN ONE N01	12580	1(N01)	
o0902859	2(N01)	12551	CUNEIFORM NUMERIC SIGN TWO N01	125DF	2(N01)	VSP
o0902860	3(N01)	12552	CUNEIFORM NUMERIC SIGN THREE N01	12614	3(N01)	VSP
o0902861	4(N01)	12553	CUNEIFORM NUMERIC SIGN FOUR N01	12641	4(N01)	
o0902862	5(N01)	12554	CUNEIFORM NUMERIC SIGN FIVE N01	1266C	5(N01)	VSP
o0902863	6(N01)	12555	CUNEIFORM NUMERIC SIGN SIX N01	1268D	6(N01)	VSP
o0902864	7(N01)	12556	CUNEIFORM NUMERIC SIGN SEVEN N01	126A5	7(N01)	VSP
o0902865	8(N01)	12557	CUNEIFORM NUMERIC SIGN EIGHT N01	126B9	8(N01)	VSP
o0902867	9(N01)	12558	CUNEIFORM NUMERIC SIGN NINE N01	126CC	9(N01)~v1	
o0902909	1(N08)	12559	CUNEIFORM NUMERIC SIGN ONE N08	1258B	1(N08)	
o0902912	2(N08)	1255A	CUNEIFORM NUMERIC SIGN TWO N08	125E8	2(N08)	
o0902914	3(N08)	1255B	CUNEIFORM NUMERIC SIGN THREE N08	1261D	3(N08)	
o0902916	4(N08)	1255C	CUNEIFORM NUMERIC SIGN FOUR N08	12648	4(N08)	VSP
o0902919	5(N08)	1255D	CUNEIFORM NUMERIC SIGN FIVE N08	12673	5(N08)	
o0902920	6(N08)	1255E	CUNEIFORM NUMERIC SIGN SIX N08	12690	6(N08)	
o0902921	7(N08)	1255F	CUNEIFORM NUMERIC SIGN SEVEN N08	126A8	7(N08)	
o0902922	8(N08)	12560	CUNEIFORM NUMERIC SIGN EIGHT N08	126BC	8(N08)	
o0902923	9(N08)	12561	CUNEIFORM NUMERIC SIGN NINE N08	126CF	9(N08)	
o0902929	1(N14)	12562	CUNEIFORM NUMERIC SIGN ONE N14	12591	1(N14)	
o0902930	2(N14)	12563	CUNEIFORM NUMERIC SIGN TWO N14	125EA	2(N14)	
o0902932	3(N14)	12564	CUNEIFORM NUMERIC SIGN THREE N14	1261F	3(N14)	
o0902933	4(N14)	12565	CUNEIFORM NUMERIC SIGN FOUR N14	1264B	4(N14)	
o0902935	5(N14)	12566	CUNEIFORM NUMERIC SIGN FIVE N14	12675	5(N14)~v1	
o0902937	6(N14)	12567	CUNEIFORM NUMERIC SIGN SIX N14	12692	6(N14)~v1	
