o0903435	o0902859	2(N01)~v	125DF	CUNEIFORM NUMERIC SIGN TWO N01	VSP 12551
o0903436	o0902860	3(N01)~v	12614	CUNEIFORM NUMERIC SIGN THREE N01	VSP 12552
o0903437	o0902862	5(N01)~v	1266C	CUNEIFORM NUMERIC SIGN FIVE N01	VSP 12554
o0903438	o0902863	6(N01)~v	1268D	CUNEIFORM NUMERIC SIGN SIX N01	VSP 12555
o0903439	o0902864	7(N01)~v	126A5	CUNEIFORM NUMERIC SIGN SEVEN N01	VSP 12556
o0903440	o0902865	8(N01)~v	126B9	CUNEIFORM NUMERIC SIGN EIGHT N01	VSP 12557
o0903441	o0902866	9(N01)~v	126CC	NINE-N1	VSP 12558		
o0903442	o0902849	2(N01@f)~v	125E0	CUNEIFORM NUMERIC SIGN TWO N01 FLAT	VSP 1264D
o0903443	o0902850	3(N01@f)~v	12615	CUNEIFORM NUMERIC SIGN THREE N01 FLAT	VSP 1264E
o0903444	o0902852	5(N01@f)~v	1266D	CUNEIFORM NUMERIC SIGN FIVE N01 FLAT	VSP 12650
o0903445	o0902853	6(N01@f)~v	1268E	CUNEIFORM NUMERIC SIGN SIX N01 FLAT	VSP 12651
o0903446	o0902854	7(N01@f)~v	126A6	CUNEIFORM NUMERIC SIGN SEVEN N01 FLAT	VSP 12652
o0903447	o0902855	8(N01@f)~v	126BA	CUNEIFORM NUMERIC SIGN EIGHT N01 FLAT	VSP 12653
o0903448	o0902856	9(N01@f)~v	126CD	CUNEIFORM NUMERIC SIGN NINE N01 FLAT	VSP 12654
o0903449	o0902871	2(N02)~v	125E1	CUNEIFORM NUMERIC SIGN TWO N02	VSP 125BF
o0903450	o0902872	3(N02)~v	12616	CUNEIFORM NUMERIC SIGN THREE N02	VSP 125C0
o0903451	o0902874	5(N02)~v	1266E	CUNEIFORM NUMERIC SIGN FIVE N02	VSP 125C2
o0903452	o0902875	6(N02)~v	1268F	CUNEIFORM NUMERIC SIGN SIX N02	VSP 125C3
o0903453	o0902876	7(N02)~v	126A7	CUNEIFORM NUMERIC SIGN SEVEN N02	VSP 125C4
o0903454	o0902877	8(N02)~v	126BB	CUNEIFORM NUMERIC SIGN EIGHT N02	VSP 125C5
o0903455	o0902878	9(N02)~v	126CE	CUNEIFORM NUMERIC SIGN NINE N02	VSP 125C6
o0903456	o0902880	2(N03)~v	125E2	CUNEIFORM NUMERIC SIGN TWO N03	VSP 125F0
o0903457	o0902881	3(N03)~v	12617	CUNEIFORM NUMERIC SIGN THREE N03	VSP 125F1
o0903458	o0902883	5(N03)~v	1266F	CUNEIFORM NUMERIC SIGN FIVE N03	VSP 125F3
o0903459	o0902885	2(N04)~v	125E3	CUNEIFORM NUMERIC SIGN TWO N04	VSP 12607
o0903460	o0902886	3(N04)~v	12618	CUNEIFORM NUMERIC SIGN THREE N04	VSP 12608
o0903461	o0902888	5(N04)~v	12670	CUNEIFORM NUMERIC SIGN FIVE N04	VSP 1260A
o0903462	o0902890	2(N04@f)~v	125E4	CUNEIFORM NUMERIC SIGN TWO N04 FLAT	VSP 12677
o0903463	o0902893	5(N04@f)~v	12671	CUNEIFORM NUMERIC SIGN FIVE N04 FLAT	VSP 1267A
o0903464	o0902895	2(N05)~v	125E5	CUNEIFORM NUMERIC SIGN TWO N05	VSP 12632
o0903465	o0902896	3(N05)~v	1261A	CUNEIFORM NUMERIC SIGN THREE N05	VSP 12633
o0903466	o0902898	5(N05)~v	12672	CUNEIFORM NUMERIC SIGN FIVE N05	VSP 12635
o0903467	o0902916	4(N08)~v	12648	CUNEIFORM NUMERIC SIGN FOUR N08	VSP 1255C
o0903468	o0902934	5(N14)~v	12674	FIVE-N14	VSP 12566		
o0903469	o0902936	6(N14)~v	12691	SIX-N14	VSP 12567		
o0903470	o0902938	7(N14)~v	126A9	CUNEIFORM NUMERIC SIGN SEVEN N14	VSP 12568
o0903471	o0902939	8(N14)~v	126BD	CUNEIFORM NUMERIC SIGN EIGHT N14	VSP 12569
o0903472	o0902940	9(N14)~v	126D0	CUNEIFORM NUMERIC SIGN NINE N14	VSP 1256A
o0903473	o0902949	5(N14@f)~v	12676	CUNEIFORM NUMERIC SIGN FIVE N14 FLAT	VSP 1265A
o0903474	o0902950	6(N14@f)~v	12693	CUNEIFORM NUMERIC SIGN SIX N14 FLAT	VSP 1265B
o0903475	o0902951	7(N14@f)~v	126AA	CUNEIFORM NUMERIC SIGN SEVEN N14 FLAT	VSP 1265C
o0903476	o0902952	8(N14@f)~v	126BE	CUNEIFORM NUMERIC SIGN EIGHT N14 FLAT	VSP 1265D
o0903477	o0902953	9(N14@f)~v	126D1	CUNEIFORM NUMERIC SIGN NINE N14 FLAT	VSP 1265E
o0903478	o0902959	5(N15)~v	12677	CUNEIFORM NUMERIC SIGN FIVE N15	VSP 125CB
o0903479	o0902966	5(N18)~v	12678	CUNEIFORM NUMERIC SIGN FIVE N18	VSP 125F8
o0903480	o0902967	6(N18)~v	12694	CUNEIFORM NUMERIC SIGN SIX N18	VSP 125F9
o0903481	o0902968	7(N18)~v	126AB	CUNEIFORM NUMERIC SIGN SEVEN N18	VSP 125FA
o0903482	o0902969	8(N18)~v	126BF	CUNEIFORM NUMERIC SIGN EIGHT N18	VSP 125FB
o0903483	o0902970	9(N18)~v	126D2	NINE-N18	VSP 125FC		
o0903484	o0902976	5(N19)~v	12679	CUNEIFORM NUMERIC SIGN FIVE N19	VSP 1260F
o0903485	o0902977	6(N19)~v	12695	CUNEIFORM NUMERIC SIGN SIX N19	VSP 12610
o0903486	o0902978	7(N19)~v	126AC	CUNEIFORM NUMERIC SIGN SEVEN N19	VSP 12611
o0903487	o0902979	8(N19)~v	126C0	CUNEIFORM NUMERIC SIGN EIGHT N19	VSP 12612
