P000705	CDLI Lexical 000007, ex. 014	Englund, Robert K. & Nissen, Hans J., ATU 7, pl. 94, HD 05
P003858	ATU 7, pl. 073, W 20522,5	
P003859	ATU 7, pl. 073, W 20522,6	
P003860	ATU 7, pl. 073, W 20522,7	
P003861	ATU 7, pl. 073, W 20522,8	
P003862	ATU 7, pl. 073, W 20522,9	
P003863	ATU 7, pl. 073, W 20522,10	
P003864	ATU 7, pl. 073, W 20522,11	
P003865	ATU 7, pl. 074, W 20522,12	
P003866	ATU 7, pl. 074, W 20522,13	
P004102	ATU 7, pl. 074, W 20883	D. Schmandt-Besserat, Before Writing II, 308, token no. 552; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 60 fig. 18
P004142	ATU 7, pl. 074, W 20938	
P004143	ATU 7, pl. 074, W 20940	
P004171	ATU 7, pl. 074, W 21004,14	
P004308	ATU 7, pl. 074, W 21183	UVB 22, ph; D. Schmandt-Besserat, Before Writing II, 309, token no. 554; K. Szarzynska, JCS 46 (1994) 1-10, tag no. 12; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 60 fig. 18
P004400	ATU 7, pl. 074, W 21446	UVB 23, Katalog; Nissen, Inter. Science Reviews 10, 1985, 357 Vs. (c), Umschrift, Übersetzung, ohne Identifizierung;  Nissen, World Archaeology 17, 1986, 330 Vs. (c), Umschrift, Übersetzung, ohne Identifizierung; Frühe Schrift, p. 57, no. 7.7; E. Gehlken,
P004407	ATU 7, pl. 075, W 21498	UVB 23, Katalog
P004410	ATU 7, pl. 075, W 21537	UVB 23, catalogue; ATU 2, plate 58
P004411	ATU 7, pl. 075, W 21554	UVB 23, Katalog
P004413	ATU 7, pl. 075, W 21559	UVB 23, Katalog
P004415	ATU 7, pl. 076, W 21570	
P004418	ATU 7, pl. 076, W 21601	
P004419	ATU 7, pl. 076, W 21607	
P004420	ATU 7, pl. 076, W 21608	
P004423	ATU 7, pl. 076, W 21654,1	UVB 24, Katalog
P004424	ATU 7, pl. 076, W 21654,2	UVB 24, Katalog
P004425	ATU 7, pl. 077, W 21654,3	UVB 24, Katalog
P004434	ATU 7, pl. 077, W 21671	UVB 24, Katalog; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 127 fig. 44; Wu Yuhong, in W. van Soldt, ed., Ethnicity in Ancient Mesopotamia, Papers at the 48th RAI (2005) pp 446-447 (with trans
P004437	ATU 7, pl. 077, W 21682	UVB 24, catalogue; ATU 2, plate 54; Frühe Schrift p. 178, no. 18.10; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 161 fig. 56
P004440	ATU 7, pl. 077, W 21696	
P004442	ATU 7, pl. 078, W 21733,1	
P004443	ATU 7, pl. 078, W 21733,2	
P004448	ATU 7, pl. 078, W 21733,7	
P004449	ATU 7, pl. 078, W 21733,8	
P004451	ATU 7, pl. 079, W 21734,2	
P004456	ATU 7, pl. 079, W 21742	
P004457	ATU 7, pl. 079, W 21744	
P004459	ATU 7, pl. 080, W 21760	
P004460	ATU 7, pl. 080, W 21771	
P004461	ATU 7, pl. 080, W 21814	ATU 2, plate 58 (p)
P004466	ATU 7, pl. 080, W 21842	
P004467	ATU 7, pl. 080, W 21848	UVB 25, Katalog
P004469	ATU 7, pl. 080, W 21864	UVB 25, Katalog
P004470	ATU 7, pl. 081, W 21869	UVB 25, Katalog
P004472	ATU 7, pl. 081, W 21878	UVB 25, Katalog
P004473	ATU 7, pl. 081, W 21880	UVB 25, Katalog
P004476	ATU 7, pl. 081, W 21902	UVB 25, Katalog
P004477	ATU 7, pl. 081, W 21912	UVB 25, Katalog
P004479	ATU 7, pl. 081, W 21914	UVB  25, Katalog
P004480	ATU 7, pl. 082, W 21934	UVB 25, Katalog
P004481	ATU 7, pl. 082, W 22090,1a	
P004482	ATU 7, pl. 082, W 22090,1b	
P004483	ATU 7, pl. 082, W 22090,1c	
P004484	ATU 7, pl. 082, W 22090,1d	
P004485	ATU 7, pl. 082, W 22090,1e	
P004488	ATU 7, pl. 082, W 22090,7	
P004489	ATU 7, pl. 082, W 22091,0	
P004490	ATU 7, pl. 083, W 22091,1+	
P004491	ATU 7, pl. 083, W 22091,2	
P004492	ATU 7, pl. 083, W 22091,4	
P004493	ATU 7, pl. 083, W 22091,5	
P004494	ATU 7, pl. 083, W 22091,6	
P004495	ATU 7, pl. 083, W 22091,7	
P004522	ATU 7, pl. 084, W 22102,0	Green, Margaret W., VL 15 (1981) 355
P004523	ATU 7, pl. 084, W 22102,1	
P004524	ATU 7, pl. 084, W 22102,2	
P004525	ATU 7, pl. 084, W 22102,3	
P004526	ATU 7, pl. 084, W 22102,4	
P004527	ATU 7, pl. 084, W 22102,5+	
P004528	ATU 7, pl. 085, W 22102,6	
P004529	ATU 7, pl. 085, W 22102,7	
P004530	ATU 7, pl. 085, W 22102,8	
P004531	ATU 7, pl. 085, W 22102,9	
P004542	ATU 7, pl. 085, W 22103,0	
P004543	ATU 7, pl. 085, W 22103,1	
P004544	ATU 7, pl. 085, W 22103,2	
P004545	ATU 7, pl. 085, W 22103,3	
P004547	ATU 7, pl. 085, W 22103,5	
P004548	CDLI Lexical 000013, ex. 022	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 032, W 22103,6; Englund, Robert K. & Nissen, Hans J., ATU 7 (2001) pl. 086, W 22103,6
P004549	ATU 7, pl. 086, W 22103,7	
P004550	ATU 7, pl. 086, W 22103,8	
P004551	ATU 7, pl. 086, W 22103,9	
P004553	ATU 7, pl. 086, W 22104,2	
P004554	ATU 7, pl. 086, W 22104,3	
P004555	ATU 7, pl. 086, W 22104,4a	
P004556	ATU 7, pl. 086, W 22104,4b	
P004557	ATU 7, pl. 086, W 22104,4c	
P004558	ATU 7, pl. 086, W 22104,4d	
P004559	ATU 7, pl. 086, W 22104,4e	
P004560	ATU 7, pl. 086, W 22104,4f	
P004561	ATU 7, pl. 086, W 22104,4g	
P004562	ATU 7, pl. 087, W 22104,4h	
P004563	ATU 7, pl. 087, W 22104,4i	
P004564	ATU 7, pl. 087, W 22104,4j	
P004565	ATU 7, pl. 087, W 22104,4k	
P004566	ATU 7, pl. 087, W 22104,4l	
P004567	ATU 7, pl. 087, W 22104,4m	
P004568	ATU 7, pl. 087, W 22112	ATU 2, plate 60
P004569	ATU 7, pl. 087, W 22113	
P004582	ATU 7, pl. 088, W 22116,3	
P004583	ATU 7, pl. 088, W 22116,4	
P004584	ATU 7, pl. 088, W 22116,5	
P004585	ATU 7, pl. 088, W 22116,6	
P004586	ATU 7, pl. 088, W 22116,7	
P004587	ATU 7, pl. 088, W 22116,8	
P004588	ATU 7, pl. 088, W 22116,9	
P004589	ATU 7, pl. 088, W 22117,1+	
P004591	ATU 7, pl. 088, W 22117,3	
P004592	ATU 7, pl. 088, W 22117,4	
P004594	ATU 7, pl. 089, W 22117,5b	
P004595	ATU 7, pl. 089, W 22117,5c	
P004598	ATU 7, pl. 089, W 22117,5f	
P004599	ATU 7, pl. 089, W 22118,0	
P004600	ATU 7, pl. 089, W 22118,1	
P004602	ATU 7, pl. 089, W 22118,3+	+ W 22123,i+o
P004603	ATU 7, pl. 089, W 22118,4	
P004604	ATU 7, pl. 090, W 22118,5	
P004642	ATU 7, pl. 090, W 22123,a	
P004643	ATU 7, pl. 090, W 22123,b	
P004644	ATU 7, pl. 090, W 22123,c	
P004645	ATU 7, pl. 090, W 22123,d	
P004646	ATU 7, pl. 090, W 22123,e	
P004647	ATU 7, pl. 090, W 22123,f	
P004648	ATU 7, pl. 090, W 22123,g	
P004649	ATU 7, pl. 090, W 22123,h	
P004651	ATU 7, pl. 091, W 22123,j	
P004652	ATU 7, pl. 091, W 22123,k	
P004653	ATU 7, pl. 091, W 22123,l	
P004654	ATU 7, pl. 091, W 22123,m	
P004655	ATU 7, pl. 091, W 22123,n	
P004657	ATU 7, pl. 091, W 22123,p	
P004658	ATU 7, pl. 091, W 22123,q	
P004659	ATU 7, pl. 091, W 22133	
P004660	ATU 7, pl. 091, W 22134	
P004661	ATU 7, pl. 092, W 22135,0	
P004662	ATU 7, pl. 092, W 22135,1	
P004663	ATU 7, pl. 092, W 22135,2+	
P004984	ATU 7, pl. 092, HD 01	
P004985	ATU 7, pl. 093, HD 02	
P004986	ATU 7, pl. 092, HD 03	
P004987	ATU 7, pl. 092, HD 04	
P004988	ATU 7, pl. 092, HD 13	
P004989	ATU 7, pl. 092, HD 14	
P004990	ATU 7, pl. 093, HD 15	
P004991	ATU 7, pl. 093, HD 16	
P004992	ATU 7, pl. 093, HD 17	
P004993	ATU 7, pl. 093, HD 18	
P004994	ATU 7, pl. 093, HD 19	
P004995	ATU 7, pl. 093, HD 20	
P004996	ATU 7, pl. 093, HD 21	
P004997	ATU 7, pl. 093, HD 22	
P006016	ATU 7, pl. 071, W 20514,1	
