id_text	publications_key
P000834	Englund1994ATU5; Falkenstein1936ATU1
P000835	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1; Szarzyńska1994tags
P000836	Englund1994ATU5; Falkenstein1936ATU1
P000837	Englund1994ATU5; Falkenstein1936ATU1
P000838	Englund1994ATU5; Falkenstein1936ATU1
P000839	Englund1994ATU5; Falkenstein1936ATU1
P000840	Englund1994ATU5; Falkenstein1936ATU1
P000841	Englund1994ATU5; Falkenstein1936ATU1
P000842	Englund1994ATU5; Falkenstein1936ATU1
P000843	Englund1994ATU5
P000844	Englund1994ATU5; Falkenstein1936ATU1
P000845	Englund1994ATU5; Falkenstein1936ATU1
P000846	Englund1994ATU5; Falkenstein1936ATU1
P000847	Englund1994ATU5
P000849	Englund1994ATU5; Falkenstein1936ATU1
P000850	Englund1994ATU5; Falkenstein1936ATU1
P000852	Englund1994ATU5; Falkenstein1936ATU1
P000853	Englund1994ATU5; Falkenstein1936ATU1
P000854	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1
P000855	Englund1994ATU5
P000857	Englund1994ATU5
P000858	Englund1994ATU5; Falkenstein1936ATU1
P000859	Englund1994ATU5
P000860	Englund1994ATU5
P000861	Englund1994ATU5
P000862	Englund1994ATU5
P000863	Englund1994ATU5
P000864	Englund1994ATU5
P000865	Englund1994ATU5; Falkenstein1936ATU1
P000866	Englund1994ATU5
P000867	Englund1994ATU5; Englund1998OBO160/1
P000881	Englund1994ATU5; Falkenstein1936ATU1
P000882	Englund1994ATU5; Falkenstein1936ATU1
P000883	Englund1994ATU5; Falkenstein1936ATU1
P000884	Englund1994ATU5; Falkenstein1936ATU1
P000885	Englund1994ATU5; Falkenstein1936ATU1
P000886	Englund1994ATU5; Falkenstein1936ATU1
P000887	Englund1994ATU5; Falkenstein1936ATU1
P000888	Englund1994ATU5; Falkenstein1936ATU1
P000890	Englund1994ATU5; Falkenstein1936ATU1
P000892	Englund1994ATU5
P000893	Englund1994ATU5
P000894	Englund1994ATU5
P000895	Englund1994ATU5
P000896	Englund1994ATU5
P000897	Englund1994ATU5
P000898	Englund1994ATU5
P000899	Englund1994ATU5
P000900	Englund1994ATU5
P000901	Englund1994ATU5
P000902	Englund1994ATU5
P000903	Englund1994ATU5
P000904	Englund1994ATU5
P000905	Englund1994ATU5
P000906	Englund1994ATU5
P000907	Englund1994ATU5
P000908	Englund1994ATU5
P000909	Englund1994ATU5
P000910	Englund1994ATU5
P000911	Englund1994ATU5
P000912	Englund1994ATU5
P000913	Englund1994ATU5
P000914	Englund1994ATU5
P000915	Englund1994ATU5
P000916	Englund1994ATU5
P000917	Englund1994ATU5
P000918	Englund1994ATU5
P000919	Englund1994ATU5
P000920	Englund1994ATU5; Falkenstein1936ATU1
P000921	Englund1994ATU5; Falkenstein1936ATU1
P000922	Englund1994ATU5
P000924	Englund1994ATU5; Falkenstein1936ATU1
P000925	Englund1994ATU5; Falkenstein1936ATU1
P000926	Englund1994ATU5; Falkenstein1936ATU1
P000927	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1; Szarzyńska1994tags
P000928	Englund1994ATU5; Falkenstein1936ATU1
P000929	Englund1994ATU5
P000930	Englund1994ATU5
P000931	Englund1994ATU5
P000932	Englund1994ATU5
P000933	Englund1994ATU5
P000934	Englund1994ATU5
P000935	Englund1994ATU5
P000936	Englund1994ATU5
P000937	Englund1994ATU5
P000938	Englund1994ATU5; Falkenstein1936ATU1; sec967
P000939	Englund1994ATU5; Falkenstein1936ATU1
P000940	Englund1994ATU5
P000941	Englund1994ATU5
P000942	Englund1994ATU5
P000943	Englund1994ATU5
P000944	Englund1994ATU5
P000945	Englund1994ATU5
P000947	Englund1994ATU5
P000949	Englund1994ATU5
P000950	Englund1994ATU5
P000952	Englund1994ATU5
P000953	Englund1994ATU5
P000954	Englund1994ATU5
P000957	Englund1994ATU5
P000958	Bauer2001AfO48; Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1
P000959	Englund1994ATU5; Falkenstein1936ATU1; sec973
P000960	Englund1994ATU5; Falkenstein1936ATU1
P000961	Englund1994ATU5; Falkenstein1936ATU1
P000962	Englund1994ATU5; Falkenstein1936ATU1
P000963	Englund1994ATU5; Falkenstein1936ATU1
P000964	Englund1994ATU5
P000965	Englund1994ATU5; Falkenstein1936ATU1
P000966	Englund1994ATU5
P000967	Englund1994ATU5; Falkenstein1936ATU1
P000968	Englund1994ATU5
P000969	Englund1994ATU5; Falkenstein1936ATU1
P000970	Englund1994ATU5
P000971	Englund1994ATU5
P000972	Englund1994ATU5
P000973	Englund1994ATU5
P000974	Englund1994ATU5
P000975	Englund1994ATU5
P000976	Englund1994ATU5
P000977	Englund1994ATU5
P000978	Englund1994ATU5
P000981	Englund1994ATU5
P000982	Englund1994ATU5; Falkenstein1936ATU1
P000983	Englund1994ATU5; Falkenstein1936ATU1
P000985	Englund1994ATU5; Falkenstein1936ATU1; Green1987ATU2
P000986	Englund1994ATU5
P000987	Englund1994ATU5
P000988	Englund1994ATU5
P000989	Englund1994ATU5; Falkenstein1936ATU1; Green1987ATU2
P000990	Englund1994ATU5; Falkenstein1936ATU1
P000991	Englund1994ATU5
P000992	Englund1994ATU5
P000993	Englund1994ATU5
P000995	Englund1994ATU5; Falkenstein1936ATU1
P000996	Englund1994ATU5; Falkenstein1936ATU1; Green1987ATU2; Vaiman
P000997	Englund1994ATU5; Falkenstein1936ATU1; Green1987ATU2
P000998	Englund1994ATU5; Falkenstein1936ATU1
P000999	Englund1994ATU5; Falkenstein1936ATU1
P001000	Englund1994ATU5
P001001	Englund1994ATU5; Falkenstein1936ATU1
P001002	Englund1994ATU5
P001003	Englund1994ATU5; Falkenstein1936ATU1
P001004	Englund1994ATU5; Falkenstein1936ATU1
P001005	Englund1994ATU5; Falkenstein1936ATU1
P001006	Englund1994ATU5
P001007	Englund1994ATU5
P001008	Englund1994ATU5
P001009	Englund1994ATU5; Falkenstein1936ATU1
P001010	Englund1994ATU5
P001011	Englund1994ATU5; Falkenstein1936ATU1
P001013	Englund1994ATU5
P001014	Englund1994ATU5
P001016	Englund1994ATU5
P001018	Englund2005ATU6
P001019	Englund1994ATU5
P001020	Englund1994ATU5
P001021	Englund1994ATU5; Falkenstein1936ATU1
P001022	Englund1994ATU5
P001023	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1
P001024	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1; LambertM1966Archeologia12; Woods2010writing
P001025	Bauer2001AfO48; Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1
P001026	Englund1994ATU5; Falkenstein1936ATU1
P001028	Englund1994ATU5; Falkenstein1936ATU1
P001029	Englund1994ATU5
P001030	Bauer2001AfO48; Englund1994ATU5; Falkenstein1936ATU1
P001031	Englund1994ATU5; Falkenstein1936ATU1
P001032	Englund1994ATU5; Falkenstein1936ATU1
P001033	Englund1994ATU5; Falkenstein1936ATU1
P001034	Englund1994ATU5; Falkenstein1936ATU1
P001035	Englund1994ATU5
P001036	Englund1994ATU5; Falkenstein1936ATU1
P001037	Bauer2001AfO48; Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001040	Englund1994ATU5; Falkenstein1936ATU1
P001041	Englund1994ATU5; Falkenstein1936ATU1
P001042	Englund1994ATU5; Falkenstein1936ATU1
P001043	Englund1994ATU5; Falkenstein1936ATU1
P001044	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001045	Englund1994ATU5; Falkenstein1936ATU1
P001046	Englund1994ATU5; Falkenstein1936ATU1
P001047	Englund1994ATU5
P001050	Englund1994ATU5; Falkenstein1936ATU1; Nissen1991FrüheSchrift
P001051	Englund1994ATU5; Falkenstein1936ATU1
P001052	Englund1994ATU5; Falkenstein1936ATU1
P001053	Englund1994ATU5; Falkenstein1936ATU1
P001054	Englund1994ATU5
P001055	Englund1994ATU5
P001056	Englund1994ATU5; Falkenstein1936ATU1
P001057	Englund1994ATU5; Falkenstein1936ATU1
P001058	Englund1994ATU5
P001059	Englund1994ATU5; Falkenstein1936ATU1
P001060	Englund1994ATU5
P001061	Englund1994ATU5
P001062	Englund1994ATU5
P001063	Beek1962Atlas; Englund1994ATU5; Falkenstein1936ATU1
P001064	Englund1994ATU5
P001065	Englund1994ATU5; Falkenstein1936ATU1
P001066	Englund1994ATU5; Falkenstein1936ATU1
P001067	Englund1994ATU5; Falkenstein1936ATU1
P001071	Englund1994ATU5
P001072	Englund1994ATU5; Falkenstein1936ATU1
P001073	Englund1994ATU5; Falkenstein1936ATU1
P001075	Englund1994ATU5; Falkenstein1936ATU1
P001076	Englund1994ATU5
P001077	Englund1994ATU5; Falkenstein1936ATU1
P001078	Englund1994ATU5; Falkenstein1936ATU1
P001079	Englund1994ATU5; Falkenstein1936ATU1
P001080	Englund1994ATU5; Falkenstein1936ATU1
P001081	Englund1994ATU5; Falkenstein1936ATU1
P001082	Englund1994ATU5; Falkenstein1936ATU1
P001083	Englund1994ATU5; Falkenstein1936ATU1
P001084	Englund1994ATU5; Falkenstein1936ATU1
P001085	Englund1994ATU5
P001087	Englund1994ATU5
P001088	Englund1994ATU5; Falkenstein1936ATU1
P001089	Englund1994ATU5; Falkenstein1936ATU1
P001090	Englund1994ATU5
P001091	Englund1994ATU5; Falkenstein1936ATU1
P001092	Englund1994ATU5
P001093	Englund1994ATU5
P001095	Englund1994ATU5
P001096	Englund1994ATU5
P001097	Englund1994ATU5
P001098	Englund1994ATU5; Falkenstein1936ATU1
P001100	Englund1994ATU5
P001102	Englund1994ATU5
P001103	Englund1994ATU5
P001104	Englund1994ATU5; Falkenstein1936ATU1
P001105	Englund1994ATU5
P001106	Englund1994ATU5
P001107	Englund1994ATU5
P001109	Englund1994ATU5
P001110	Englund1994ATU5
P001111	Englund1994ATU5
P001112	Englund1994ATU5
P001113	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001114	Englund1994ATU5
P001116	Englund1994ATU5
P001117	Englund1994ATU5
P001120	Englund1994ATU5
P001121	Englund1994ATU5
P001122	Englund1994ATU5
P001123	Englund1994ATU5; Falkenstein1936ATU1
P001125	Englund1994ATU5
P001126	Englund1994ATU5
P001127	Englund1994ATU5
P001128	Englund1994ATU5
P001129	Englund1994ATU5
P001130	Englund1994ATU5
P001131	Englund1994ATU5
P001132	Englund1994ATU5
P001133	Englund1994ATU5; Falkenstein1936ATU1
P001134	Englund1994ATU5
P001135	Englund1994ATU5; Falkenstein1936ATU1
P001136	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1
P001137	Englund1994ATU5; Falkenstein1936ATU1; LambertM1966Archeologia12
P001138	Englund1994ATU5; Falkenstein1936ATU1
P001139	Englund1994ATU5; Falkenstein1936ATU1
P001140	Englund1994ATU5; Falkenstein1936ATU1
P001141	Bauer2001AfO48; Englund1994ATU5; Falkenstein1936ATU1
P001143	Englund1994ATU5
P001144	Englund1994ATU5
P001147	Englund1994ATU5; Falkenstein1936ATU1
P001148	Englund1994ATU5
P001149	Englund1994ATU5
P001150	Englund1994ATU5; Falkenstein1936ATU1
P001151	Englund1994ATU5; Falkenstein1936ATU1
P001152	Englund1994ATU5
P001153	Englund1994ATU5
P001154	Englund1994ATU5
P001155	Englund1994ATU5
P001156	Englund1994ATU5; Falkenstein1936ATU1
P001157	Bauer2001AfO48; Englund1994ATU5; Falkenstein1936ATU1
P001158	Englund1994ATU5; Falkenstein1936ATU1; sec1082
P001159	Englund1994ATU5; Falkenstein1936ATU1
P001160	Englund1994ATU5; Falkenstein1936ATU1
P001161	Englund1994ATU5; Falkenstein1936ATU1
P001162	Englund1994ATU5; Falkenstein1936ATU1
P001163	Bauer2001AfO48; Englund1994ATU5; Falkenstein1936ATU1
P001164	Englund1994ATU5; Falkenstein1936ATU1
P001165	Englund1994ATU5; Falkenstein1936ATU1
P001166	Englund1994ATU5; Falkenstein1936ATU1
P001167	Englund1994ATU5; Falkenstein1936ATU1
P001168	Englund1994ATU5; Falkenstein1936ATU1
P001169	Englund1994ATU5; Falkenstein1936ATU1
P001170	Englund1994ATU5; Falkenstein1936ATU1
P001171	Englund1994ATU5
P001172	Englund1994ATU5; Falkenstein1936ATU1
P001173	Englund1994ATU5
P001174	Englund1994ATU5
P001175	Englund1994ATU5
P001176	Englund1994ATU5
P001177	Englund1994ATU5; Falkenstein1936ATU1
P001178	Englund1994ATU5; Falkenstein1936ATU1
P001179	Englund1994ATU5; Falkenstein1936ATU1
P001180	Englund1994ATU5; Falkenstein1936ATU1
P001181	Englund1994ATU5; Falkenstein1936ATU1
P001182	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001183	Englund1994ATU5; Falkenstein1936ATU1
P001184	Englund1994ATU5; Falkenstein1936ATU1; LambertM1966Archeologia12
P001185	Englund1994ATU5; Falkenstein1936ATU1
P001186	Englund1994ATU5; Falkenstein1936ATU1; LambertM1966Archeologia12
P001187	Englund1994ATU5
P001188	Englund1994ATU5; Falkenstein1936ATU1
P001189	Englund1994ATU5; Falkenstein1936ATU1
P001190	Englund1994ATU5; Falkenstein1936ATU1
P001194	Englund1994ATU5
P001195	Englund1994ATU5; Falkenstein1936ATU1
P001199	Englund1994ATU5; Falkenstein1936ATU1
P001200	Englund1994ATU5
P001201	Englund1994ATU5; Falkenstein1936ATU1
P001202	Englund1994ATU5; sec1116
P001203	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001204	Englund1994ATU5; Falkenstein1936ATU1; sec1120
P001205	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1; LambertM1966Archeologia12
P001206	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001207	Englund1994ATU5; Falkenstein1936ATU1
P001208	Englund1994ATU5; Falkenstein1936ATU1
P001209	Englund1994ATU5; Falkenstein1936ATU1
P001210	Englund1994ATU5; Falkenstein1936ATU1
P001211	Englund1994ATU5; Falkenstein1936ATU1
P001212	Englund1994ATU5; Falkenstein1936ATU1
P001214	Englund1994ATU5; Falkenstein1936ATU1
P001215	Englund1994ATU5
P001217	Englund1994ATU5; Falkenstein1936ATU1
P001218	Englund1994ATU5; Falkenstein1936ATU1
P001219	Englund1994ATU5; Falkenstein1936ATU1
P001220	Englund1994ATU5; Falkenstein1936ATU1
P001221	Englund1994ATU5; Falkenstein1936ATU1
P001222	Englund1994ATU5; Falkenstein1936ATU1
P001223	Englund1994ATU5; Falkenstein1936ATU1
P001224	Englund1994ATU5; Falkenstein1936ATU1
P001225	Englund1994ATU5
P001226	Englund1994ATU5; Falkenstein1936ATU1
P001227	Damerow1991; Englund1994ATU5; Falkenstein1936ATU1; sec1143; sec1144; sec1146
P001228	Englund1994ATU5; Falkenstein1936ATU1
P001229	Englund1994ATU5; Englund1998OBO160/1
P001230	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1
P001231	Englund1994ATU5; Falkenstein1936ATU1
P001232	Englund1994ATU5
P001233	Englund1994ATU5
P001234	Englund1994ATU5; Falkenstein1936ATU1
P001235	Englund1994ATU5; Falkenstein1936ATU1
P001236	Englund1994ATU5; Falkenstein1936ATU1
P001237	Bauer2001AfO48; Englund1994ATU5; Falkenstein1936ATU1
P001238	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001239	Englund1994ATU5; Falkenstein1936ATU1
P001240	Englund1994ATU5; Falkenstein1936ATU1
P001241	Englund1994ATU5; Falkenstein1936ATU1
P001242	Englund1994ATU5; Falkenstein1936ATU1
P001243	Bauer2001AfO48; Englund1994ATU5; Falkenstein1936ATU1
P001244	Englund1994ATU5; Falkenstein1936ATU1
P001245	Englund1994ATU5; Falkenstein1936ATU1
P001246	Englund1994ATU5; Falkenstein1936ATU1
P001247	Englund1994ATU5; Falkenstein1936ATU1
P001248	Englund1994ATU5; Falkenstein1936ATU1
P001249	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001250	Englund1994ATU5; Falkenstein1936ATU1
P001251	Englund1994ATU5; Falkenstein1936ATU1
P001252	Englund1994ATU5; Falkenstein1936ATU1; Nissen1991FrüheSchrift
P001253	Englund1994ATU5; Falkenstein1936ATU1
P001254	Englund1994ATU5; Falkenstein1936ATU1
P001255	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk; Veenhof1978spijkerschrift
P001256	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001257	Englund1994ATU5; Falkenstein1936ATU1
P001258	Englund1994ATU5; Falkenstein1936ATU1
P001259	Englund1994ATU5; Falkenstein1936ATU1
P001260	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001261	Englund1994ATU5; Falkenstein1936ATU1
P001262	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001263	Englund1994ATU5; Falkenstein1936ATU1
P001264	Englund1994ATU5; Falkenstein1936ATU1
P001265	Englund1994ATU5; Falkenstein1936ATU1
P001266	Englund1994ATU5; Falkenstein1936ATU1
P001267	Englund1994ATU5; Falkenstein1936ATU1
P001268	Englund1994ATU5; Falkenstein1936ATU1
P001269	Englund1994ATU5; Falkenstein1936ATU1
P001270	Englund1994ATU5; Falkenstein1936ATU1
P001271	Englund1994ATU5; Falkenstein1936ATU1
P001272	Englund1994ATU5; Falkenstein1936ATU1
P001273	Englund1994ATU5; Falkenstein1936ATU1; sec1202
P001274	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001275	Englund1994ATU5; Falkenstein1936ATU1
P001276	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001277	Englund1994ATU5; Falkenstein1936ATU1
P001278	Englund1994ATU5; Falkenstein1936ATU1
P001279	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001280	Englund1994ATU5; Falkenstein1936ATU1; sec1213; sec1214; Szarzyńska1970Uruk
P001281	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1
P001282	Englund1994ATU5; Falkenstein1936ATU1; LambertM1966Archeologia12
P001283	Englund1994ATU5; Falkenstein1936ATU1
P001284	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001285	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001286	Englund1994ATU5; Falkenstein1936ATU1
P001287	Englund1994ATU5; Falkenstein1936ATU1
P001288	Englund1994ATU5; Falkenstein1936ATU1
P001289	Englund1994ATU5; Falkenstein1936ATU1
P001290	Englund1994ATU5; Falkenstein1936ATU1
P001291	Englund1994ATU5; Falkenstein1936ATU1; Veenhof1978spijkerschrift
P001292	Englund1994ATU5; Falkenstein1936ATU1
P001293	Englund1994ATU5; Falkenstein1936ATU1
P001294	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001295	Englund1994ATU5; Falkenstein1936ATU1
P001296	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001297	Englund1994ATU5; Falkenstein1936ATU1
P001298	Englund1994ATU5; Falkenstein1936ATU1
P001299	Englund1994ATU5; Falkenstein1936ATU1
P001300	Englund1994ATU5; Falkenstein1936ATU1
P001301	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001302	Englund1994ATU5; Falkenstein1936ATU1
P001303	Englund1994ATU5; Falkenstein1936ATU1
P001304	Englund1994ATU5; Falkenstein1936ATU1
P001305	Englund1994ATU5; Falkenstein1936ATU1
P001306	Englund1994ATU5; Falkenstein1936ATU1
P001307	Englund1994ATU5; Falkenstein1936ATU1
P001308	Englund1994ATU5; Falkenstein1936ATU1
P001309	Englund1994ATU5; Falkenstein1936ATU1
P001310	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001311	Englund1994ATU5
P001313	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001314	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1; LambertM1966Archeologia12; Szarzyńska1994tags
P001315	Englund1994ATU5; Falkenstein1936ATU1
P001316	Englund1994ATU5; Falkenstein1936ATU1
P001317	Englund1994ATU5; Falkenstein1936ATU1
P001318	Englund1994ATU5; Falkenstein1936ATU1
P001319	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001320	Englund1994ATU5; Falkenstein1936ATU1
P001321	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001322	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1; Nissen1991FrüheSchrift; Szarzyńska1994tags
P001323	Englund1994ATU5; Falkenstein1936ATU1
P001324	Englund1994ATU5; Falkenstein1936ATU1
P001325	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001326	Englund1994ATU5; Falkenstein1936ATU1
P001327	Englund1994ATU5; Falkenstein1936ATU1
P001328	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001329	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001330	Englund1994ATU5; Falkenstein1936ATU1
P001331	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001332	Bauer2001AfO48; Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001333	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001334	Englund1994ATU5; Falkenstein1936ATU1
P001335	Englund1994ATU5; Falkenstein1936ATU1
P001336	Englund1994ATU5; Falkenstein1936ATU1
P001337	Englund1994ATU5; Falkenstein1936ATU1
P001338	Englund1994ATU5; Falkenstein1936ATU1
P001339	Englund1994ATU5; Falkenstein1936ATU1
P001340	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001341	Englund1994ATU5; Falkenstein1936ATU1
P001342	Englund1994ATU5; Falkenstein1936ATU1
P001343	Englund1994ATU5; Falkenstein1936ATU1
P001344	Englund1994ATU5; Falkenstein1936ATU1
P001345	Englund1994ATU5; Falkenstein1936ATU1
P001346	Englund1994ATU5; Falkenstein1936ATU1
P001347	Englund1994ATU5
P001348	Englund1994ATU5; Falkenstein1936ATU1
P001349	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1
P001350	Englund1994ATU5; Falkenstein1936ATU1
P001351	Englund1994ATU5; Falkenstein1936ATU1
P001352	Englund1994ATU5; Falkenstein1936ATU1
P001353	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001354	Englund1994ATU5; Falkenstein1936ATU1
P001355	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk; Vaiman
P001356	Englund1994ATU5; Falkenstein1936ATU1
P001357	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001358	Englund1994ATU5; Falkenstein1936ATU1
P001359	Englund1994ATU5; Falkenstein1936ATU1
P001360	Englund1994ATU5; Falkenstein1936ATU1
P001361	Englund1994ATU5; Falkenstein1936ATU1
P001362	Englund1994ATU5; Falkenstein1936ATU1
P001363	Englund1994ATU5; Falkenstein1936ATU1
P001364	Englund1994ATU5; Falkenstein1936ATU1
P001365	Englund1994ATU5; Falkenstein1936ATU1
P001366	Englund1994ATU5; Falkenstein1936ATU1
P001367	Englund1994ATU5; Falkenstein1936ATU1
P001368	Englund1994ATU5; Falkenstein1936ATU1; Veenhof1978spijkerschrift
P001369	Englund1994ATU5; Falkenstein1936ATU1; sec1334
P001370	Englund1994ATU5; Falkenstein1936ATU1
P001371	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001372	Englund1994ATU5; Falkenstein1936ATU1
P001373	Englund1994ATU5; Falkenstein1936ATU1
P001374	Englund1994ATU5; Falkenstein1936ATU1
P001375	Englund1994ATU5; Falkenstein1936ATU1
P001376	Englund1994ATU5; Falkenstein1936ATU1
P001377	Englund1994ATU5; Falkenstein1936ATU1
P001378	Englund1994ATU5; Falkenstein1936ATU1
P001379	Englund1994ATU5; Falkenstein1936ATU1
P001380	Englund1994ATU5; Falkenstein1936ATU1
P001381	Englund1994ATU5
P001382	Englund1994ATU5; Falkenstein1936ATU1
P001383	Englund1994ATU5; Falkenstein1936ATU1
P001384	Englund1994ATU5; Falkenstein1936ATU1; LambertM1966Archeologia12; Szarzyńska1970Uruk
P001385	Englund1994ATU5; Falkenstein1936ATU1
P001387	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001388	Englund1994ATU5; Falkenstein1936ATU1; LambertM1966Archeologia12
P001389	Englund1994ATU5; Falkenstein1936ATU1
P001390	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001391	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001392	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001393	Englund1994ATU5; Falkenstein1936ATU1
P001394	Englund1994ATU5; Falkenstein1936ATU1
P001395	Englund1994ATU5; Falkenstein1936ATU1
P001396	Englund1994ATU5; Falkenstein1936ATU1
P001397	Englund1994ATU5; Falkenstein1936ATU1
P001398	Englund1994ATU5; Falkenstein1936ATU1
P001399	Englund1994ATU5; Falkenstein1936ATU1
P001400	Englund1994ATU5; Falkenstein1936ATU1
P001401	Englund1994ATU5; Falkenstein1936ATU1
P001402	Englund1994ATU5; Falkenstein1936ATU1
P001403	Englund1994ATU5; Falkenstein1936ATU1
P001405	Englund1994ATU5; Falkenstein1936ATU1
P001406	Englund1994ATU5; Falkenstein1936ATU1
P001407	Englund1994ATU5; Falkenstein1936ATU1
P001408	Englund1994ATU5; Falkenstein1936ATU1
P001409	Englund1994ATU5
P001410	Englund1994ATU5; Falkenstein1936ATU1
P001411	Englund1994ATU5
P001412	Englund1994ATU5; Falkenstein1936ATU1
P001413	Englund1994ATU5; Falkenstein1936ATU1
P001414	Englund1994ATU5; Falkenstein1936ATU1
P001415	Englund1994ATU5; Falkenstein1936ATU1
P001416	Englund1994ATU5; Falkenstein1936ATU1
P001417	Englund1994ATU5; Falkenstein1936ATU1
P001418	Englund1994ATU5; Falkenstein1936ATU1; sec1387
P001419	Englund1994ATU5
P001420	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001421	Englund1994ATU5; Falkenstein1936ATU1
P001422	Englund1994ATU5
P001424	Englund1994ATU5; Falkenstein1936ATU1
P001425	Englund1994ATU5; Falkenstein1936ATU1
P001426	Englund1994ATU5; Falkenstein1936ATU1; sec1394
P001427	Englund1994ATU5; Falkenstein1936ATU1
P001428	Englund1994ATU5; Falkenstein1936ATU1; Szarzyńska1970Uruk
P001429	Englund1994ATU5; Falkenstein1936ATU1
P001431	Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1; Szarzyńska1994tags
P001432	Englund1994ATU5; Falkenstein1936ATU1
P001433	Englund1994ATU5; Falkenstein1936ATU1; Vaiman
P001434	Englund1994ATU5; Falkenstein1936ATU1
P001435	Englund1994ATU5
P001436	Englund1994ATU5; Falkenstein1936ATU1
P001437	Englund1994ATU5; Falkenstein1936ATU1
P001438	Englund1994ATU5; Falkenstein1936ATU1
P001439	Englund1994ATU5; Falkenstein1936ATU1
P001440	Englund1994ATU5; Falkenstein1936ATU1
P001442	Englund1994ATU5; Falkenstein1936ATU1
P001443	Englund1994ATU5; Falkenstein1936ATU1
P001444	Englund1994ATU5; Falkenstein1936ATU1
P001445	Englund1994ATU5; Falkenstein1936ATU1
P001446	Englund1994ATU5; Falkenstein1936ATU1
P001447	Englund1994ATU5; Falkenstein1936ATU1
P001448	Englund1994ATU5; Falkenstein1936ATU1
P001449	Englund1994ATU5; Falkenstein1936ATU1
P001450	Englund1994ATU5; Falkenstein1936ATU1
P001451	Englund1994ATU5; Falkenstein1936ATU1
P001452	Englund1994ATU5; Falkenstein1936ATU1
P001453	Englund1994ATU5; Falkenstein1936ATU1
P001454	Englund1994ATU5; Falkenstein1936ATU1
