126CC	𒛌	126E8	𒛨	BAHAR₂~c	BAHAR₂~c	BAHAR2-C	BAHAR2-C	o0900128
126CD	𒛍	126E9	𒛩	BALA~a	BALA~a	BALA-A	BALA-A	o0900130
126CE	𒛎	126EA	𒛪	BALA~b	BALA~b	BALA-B	BALA-B	o0900131
126CF	𒛏	126EC	𒛬	BALAG	BALAG	BALAG	BALAG	o0900133
126D0	𒛐	126EE	𒛮	BAN~a	BAN~a	BAN-A	BAN-A	o0900136
126D1	𒛑	126F1	𒛱	BAN~b	BAN~b	BAN-B	BAN-B	o0900139
126D2	𒛒	126F2	𒛲	BANŠUR~a	BANŠUR~a	BANSHUR-A	BANSHUR-A	o0900141
126D3	𒛓	126F3	𒛳	BANŠUR~a@t	BANŠUR~a@t	BANSHUR-A TENU	BANSHUR-A TENU	o0900146
126D4	𒛔	126F4	𒛴	BANŠUR~b1	BANŠUR~b1	BANSHUR-B1	BANSHUR-B1	o0900142
126D5	𒛕	126F5	𒛵	BANŠUR~b2	BANŠUR~b2	BANSHUR-B2	BANSHUR-B2	o0900143
126D6	𒛖	126F6	𒛶	BANŠUR~c	BANŠUR~c	BANSHUR-C	BANSHUR-C	o0900144
126D7	𒛗	126F7	𒛷	BAPPIR~a	BAPPIR~a	BAPPIR-A	BAPPIR-A	o0900148
126D8	𒛘	126F8	𒛸	BAPPIR~b	BAPPIR~b	BAPPIR-B	BAPPIR-B	o0900149
126D9	𒛙	126F9	𒛹	BAPPIR~c	BAPPIR~c	BAPPIR-C	BAPPIR-C	o0900150
126DA	𒛚	126FA	𒛺	BAPPIR~d	BAPPIR~d	BAPPIR-D	BAPPIR-D	o0900151
126DB	𒛛	126FB	𒛻	BAPPIR~e	BAPPIR~e	BAPPIR-E	BAPPIR-E	o0900152
126DC	𒛜	126FC	𒛼	BAPPIR~f	BAPPIR~f	BAPPIR-F	BAPPIR-F	o0900153
126DD	𒛝	126FD	𒛽	BAR	BAR	BAR	BAR	o0900154
126DE	𒛞	126FE	𒛾	BARA₂~a	BARA₂~a	BARA2-A	BARA2-A	o0900158
126DF	𒛟	12700	𒜀	BARA₂~b	BARA₂~b	BARA2-B	BARA2-B	o0900160
126E0	𒛠	12702	𒜂	BARA₃	BARA₃	BARA3	BARA3	o0900162
126E1	𒛡	12703	𒜃	BIR~a	BIR~a	BIR-A	BIR-A	o0900165
126E2	𒛢	12704	𒜄	BIR~b	BIR~b	BIR-B	BIR-B	o0900166
126E3	𒛣	12705	𒜅	BIR~c	BIR~c	BIR-C	BIR-C	o0900167
126E4	𒛤	12706	𒜆	BIR₃~a	BIR₃~a	BIR3-A	BIR3-A	o0900169
126E5	𒛥	12708	𒜈	BIR₃~b	BIR₃~b	BIR3-B	BIR3-B	o0900171
126E6	𒛦	1270A	𒜊	BIR₃~c	BIR₃~c	BIR3-C	BIR3-C	o0900173
126E7	𒛧	1270B	𒜋	BU~a	BU~a	BU-A	BU-A	o0900175
126E8	𒛨	1270C	𒜌	|BU~a+DU₆~a|	|BU~a+DU₆~a|	BU-A JOINING DU6-A	BU-A JOINING DU6-A	o0900199
126E9	𒛩	F302D	󳀭	|BU~a+KI|		BU-A JOINING KI		o0900202
126EA	𒛪	F302C	󳀬	|BU~a&BU~a|		BU-A OVER BU-A		o0900189
126EB	𒛫	12714	𒜔	|BU~a×A|	|BU~a~v1×A|	BU-A TIMES A	BU-A VARIANT 1 TIMES A	o0900183
126EC	𒛬	12716	𒜖	BU~b	BU~b	BU-B	BU-B	o0900177
126ED	𒛭	12718	𒜘	BU₃	BU₃	BU3	BU3	o0900205
126EE	𒛮	12719	𒜙	BULUG	BULUG	BULUG	BULUG	o0900206
126EF	𒛯	1271A	𒜚	BULUG₃	BULUG₃	BULUG3	BULUG3	o0900207
126F0	𒛰	1271B	𒜛	BUR~a	BUR~a	BUR-A	BUR-A	o0900211
126F1	𒛱	1271C	𒜜	BUR~b	BUR~b	BUR-B	BUR-B	o0900212
126F2	𒛲	1271D	𒜝	BUR~c	BUR~c	BUR-C	BUR-C	o0900213
126F3	𒛳	1271E	𒜞	BUR~d	BUR~d	BUR-D	BUR-D	o0900214
126F4	𒛴	1271F	𒜟	BUR₂	BUR₂	BUR2	BUR2	o0900215
126F5	𒛵	12720	𒜠	DA~a	DA~a	DA-A	DA-A	o0900217
126F6	𒛶	12722	𒜢	DA~b	DA~b	DA-B	DA-B	o0900218
126F7	𒛷	12723	𒜣	DA~c	DA~c	DA-C	DA-C	o0900219
126F8	𒛸	12724	𒜤	DA~d	DA~d	DA-D	DA-D	o0900220
126F9	𒛹	12725	𒜥	DAH	DAH	DAH	DAH	o0900224
126FA	𒛺	12726	𒜦	DAM	DAM	DAM	DAM	o0900225
126FB	𒛻	12727	𒜧	DANNA	DANNA	DANNA	DANNA	o0900226
126FC	𒛼	12728	𒜨	DAR~a	DAR~a	DAR-A	DAR-A	o0900228
126FD	𒛽	12729	𒜩	|DAR~a×A|	|DAR~a×A|	DAR-A TIMES A	DAR-A TIMES A	o0900233
126FE	𒛾	1272A	𒜪	DAR~b	DAR~b	DAR-B	DAR-B	o0900229
126FF	𒛿	1272B	𒜫	DAR~c	DAR~c	DAR-C	DAR-C	o0900230
12700	𒜀	1272D	𒜭	DARA₃~a	DARA₃~a	DARA3-A	DARA3-A	o0900235
12701	𒜁	1272E	𒜮	DARA₃~b	DARA₃~b	DARA3-B	DARA3-B	o0900236
12702	𒜂	1272F	𒜯	DARA₃~c	DARA₃~c	DARA3-C	DARA3-C	o0900237
12703	𒜃	12730	𒜰	|DARA₃~c×KAR₂|	|DARA₃~c×KAR₂~b|	DARA3-C TIMES KAR2	DARA3-C TIMES KAR2-B	o0900241
12704	𒜄	12731	𒜱	|DARA₃~c×(KAR₂.ŠE~a)|	|DARA₃~c×(KAR₂~c.ŠE~a)|	DARA3-C TIMES KAR2 PLUS SHE-A	DARA3-C TIMES KAR2-C PLUS SHE-A	o0900246
12705	𒜅	12733	𒜳	DARA₃~d	DARA₃~d	DARA3-D	DARA3-D	o0900239
12706	𒜆	12734	𒜴	|DARA₃~d×KAR₂|	|DARA₃~d×KAR₂~b|	DARA3-D TIMES KAR2	DARA3-D TIMES KAR2-B	o0900242
12707	𒜇	12737	𒜷	|DARA₃~d×(KAR₂.ŠE~a)|	|DARA₃~d2×(KAR₂~a1.ŠE~a)|	DARA3-D TIMES KAR2 PLUS SHE-A	DARA3-D2 TIMES KAR2-A1 PLUS SHE-A	o0900247
12708	𒜈	12738	𒜸	DARA₄~a1	DARA₄~a1	DARA4-A1	DARA4-A1	o0900249
12709	𒜉	12739	𒜹	DARA₄~a2	DARA₄~a2	DARA4-A2	DARA4-A2	o0900250
1270A	𒜊	1273A	𒜺	DARA₄~a3	DARA₄~a3	DARA4-A3	DARA4-A3	o0900251
1270B	𒜋	1273B	𒜻	DARA₄~b	DARA₄~b	DARA4-B	DARA4-B	o0900252
1270C	𒜌	F3069	󳁩	DARA₄~c		DARA4-C		o0900253
1270D	𒜍	1273C	𒜼	DARA₄~c1	DARA₄~c1	DARA4-C1	DARA4-C1	o0900254
1270E	𒜎	1273D	𒜽	DARA₄~c2	DARA₄~c2	DARA4-C2	DARA4-C2	o0900255
1270F	𒜏	1273E	𒜾	DARA₄~c3	DARA₄~c3	DARA4-C3	DARA4-C3	o0900256
12710	𒜐	1273F	𒜿	DARA₄~c4	DARA₄~c4	DARA4-C4	DARA4-C4	o0900257
12711	𒜑	12740	𒝀	DARA₄~c5	DARA₄~c5	DARA4-C5	DARA4-C5	o0900258
12712	𒜒	F302F	󳀯	DARA₄~d		DARA4-D		o0900259
12713	𒜓	12741	𒝁	DI	DI	DI	DI	o0900260
12714	𒜔	12742	𒝂	DI@t	DI@t	DI TENU	DI TENU	o0900261
12715	𒜕	12743	𒝃	DIB	DIB	DIB	DIB	o0900262
12716	𒜖	12745	𒝅	DILMUN	DILMUN	DILMUN	DILMUN	o0900264
12717	𒜗	12748	𒝈	DIM~a	DIM~a	DIM-A	DIM-A	o0900269
12718	𒜘	12749	𒝉	DIM~b	DIM~b	DIM-B	DIM-B	o0900270
12719	𒜙	1274A	𒝊	DIM~c	DIM~c	DIM-C	DIM-C	o0900271
1271A	𒜚	1274B	𒝋	DIN	DIN	DIN	DIN	o0900276
1271B	𒜛	F3030	󳀰	|DIN×1(N58)|		DIN TIMES ONE-N58		o0900277
1271C	𒜜	1274C	𒝌	DIN@t	DIN@t	DIN TENU	DIN TENU	o0900278
1271D	𒜝	1274D	𒝍	DU	DU	DU	DU	o0900279
1271E	𒜞	1274E	𒝎	|DU×1(N58@t)|	|DU×1(N58@t)|	DU TIMES ONE-N58 TENU	DU TIMES ONE-N58 TENU	o0900281
1271F	𒜟	1274F	𒝏	DU@g	DU@g	DU GUNU	DU GUNU	o0900282
12720	𒜠	12750	𒝐	DU₆~a	DU₆~a	DU6-A	DU6-A	o0900284
12721	𒜡	12752	𒝒	|DU₆~a×1(N58)|	|DU₆~a~v1×1(N58)|	DU6-A TIMES ONE-N58	DU6-A VARIANT 1 TIMES ONE-N58	o0900290
12722	𒜢	12753	𒝓	DU₆~b	DU₆~b	DU6-B	DU6-B	o0900287
12723	𒜣	12754	𒝔	DU₆~c	DU₆~c	DU6-C	DU6-C	o0900288
12724	𒜤	12755	𒝕	DU₇	DU₇	DU7	DU7	o0900291
12725	𒜥	12756	𒝖	DU₈~a	DU₈~a	DU8-A	DU8-A	o0900293
12726	𒜦	12757	𒝗	DU₈~b	DU₈~b	DU8-B	DU8-B	o0900294
12727	𒜧	12759	𒝙	DU₈~c	DU₈~c	DU8-C	DU8-C	o0900296
12728	𒜨	F3031	󳀱	|DU₈~c×AB₂|		DU8-C TIMES AB2		o0900299
12729	𒜩	F3032	󳀲	|DU₈~c×AMAR|		DU8-C TIMES AMAR		o0900301
1272A	𒜪	1275A	𒝚	|DU₈~c×HI|	|DU₈~c×HI|	DU8-C TIMES HI	DU8-C TIMES HI	o0900303
1272B	𒜫	1275B	𒝛	|DU₈~c×UDU~a|	|DU₈~c×UDU~a|	DU8-C TIMES UDU-A	DU8-C TIMES UDU-A	o0900305
1272C	𒜬	1275D	𒝝	DU₈~c@g	DU₈~c@g	DU8-C GUNU	DU8-C GUNU	o0900309
1272D	𒜭	1275F	𒝟	DUB~a	DUB~a	DUB-A	DUB-A	o0900312
1272E	𒜮	12760	𒝠	DUB~b	DUB~b	DUB-B	DUB-B	o0900313
1272F	𒜯	12765	𒝥	DUB~c	DUB~c	DUB-C	DUB-C	o0900318
12730	𒜰	12766	𒝦	DUB~d	DUB~d	DUB-D	DUB-D	o0900319
12731	𒜱	12767	𒝧	DUB~e	DUB~e	DUB-E	DUB-E	o0900320
12732	𒜲	12768	𒝨	DUB~f	DUB~f	DUB-F	DUB-F	o0900321
12733	𒜳	F3033	󳀳	DUB~h		DUB-H		o0900322
12734	𒜴	12769	𒝩	|(DUB@n~a×1(N58))~a|	|(DUB@n~a×1(N58))~a|	DUB NUTILLU-A TIMES ONE-N58 FORM A	DUB NUTILLU-A TIMES ONE-N58 FORM A	o0900324
12735	𒜵	1276A	𒝪	|(DUB@n~a×1(N58))~b|	|(DUB@n~a×1(N58))~b|	DUB NUTILLU-A TIMES ONE-N58 FORM B	DUB NUTILLU-A TIMES ONE-N58 FORM B	o0900326
12736	𒜶	1276B	𒝫	|DUB@n~b×1(N58)~a|	|DUB@n~b×1(N58)~a|	DUB NUTILLU-B TIMES ONE-N58-A	DUB NUTILLU-B TIMES ONE-N58 FORM A	o0900325
12737	𒜷	1276C	𒝬	DUB₂	DUB₂	DUB2	DUB2	o0900329
12738	𒜸	1276D	𒝭	DUG~a	DUG~a	DUG-A	DUG-A	o0900331
12739	𒜹	F306A	󳁪	|DUG~a×KU₆~a|		DUG-A TIMES KU6-A		o0900378
1273A	𒜺	12770	𒝰	|DUG~a×NAGA~a|	|DUG~a×NAGA~a|	DUG-A TIMES NAGA-A	DUG-A TIMES NAGA-A	o0900407
1273B	𒜻	12771	𒝱	|DUG~a×U₂~a|	|DUG~a×U₂~a|	DUG-A TIMES U2-A	DUG-A TIMES U2-A	o0900447
1273C	𒜼	12772	𒝲	|DUG~a×U₂~b|	|DUG~a×U₂~b|	DUG-A TIMES U2-B	DUG-A TIMES U2-B	o0900448
1273D	𒜽	12773	𒝳	|DUG~a×1(N57)|	|DUG~a×1(N57)|	DUG-A TIMES ONE-N57	DUG-A TIMES ONE-N57	o0900394
1273E	𒜾	12777	𒝷	DUG~b	DUG~b	DUG-B	DUG-B	o0900334
1273F	𒜿	12778	𒝸	|DUG~b×ANŠE~b|	|DUG~b×ANŠE~b|	DUG-B TIMES ANSHE-B	DUG-B TIMES ANSHE-B	o0900342
12740	𒝀	12779	𒝹	|DUG~b×ANŠE~d|	|DUG~b×ANŠE~d|	DUG-B TIMES ANSHE-D	DUG-B TIMES ANSHE-D	o0900343
12741	𒝁	1277A	𒝺	|DUG~b×BALA~a|	|DUG~b×BALA~a|	DUG-B TIMES BALA-A	DUG-B TIMES BALA-A	o0900347
12742	𒝂	1277B	𒝻	|DUG~b×BIR₃~c|	|DUG~b×BIR₃~c|	DUG-B TIMES BIR3-C	DUG-B TIMES BIR3-C	o0900349
12743	𒝃	1277C	𒝼	|DUG~b×DIN|	|DUG~b×DIN|	DUG-B TIMES DIN	DUG-B TIMES DIN	o0900351
12744	𒝄	1277D	𒝽	|(DUG~b×DIN)@r|	|(DUG~b×DIN)@r|	DUG-B TIMES DIN REVERSED	DUG-B TIMES DIN REVERSED	o0900354
12745	𒝅	1277F	𒝿	|DUG~b×GA~a|	|DUG~b×GA~a~v4|	DUG-B TIMES GA-A	DUG-B TIMES GA-A VARIANT 4	o0900358
12746	𒝆	12780	𒞀	|DUG~b×GA~b|	|DUG~b×GA~b|	DUG-B TIMES GA-B	DUG-B TIMES GA-B	o0900359
12747	𒝇	12781	𒞁	|DUG~b×GEŠTU~a|	|DUG~b×GEŠTU~a~v2|	DUG-B TIMES GESHTU-A	DUG-B TIMES GESHTU-A VARIANT 2	o0900361
12748	𒝈	12782	𒞂	|DUG~b×GEŠTU~b|	|DUG~b×GEŠTU~b|	DUG-B TIMES GESHTU-B	DUG-B TIMES GESHTU-B	o0900363
12749	𒝉	12783	𒞃	|DUG~b×GI₆|	|DUG~b×GI₆|	DUG-B TIMES GI6	DUG-B TIMES GI6	o0900365
1274A	𒝊	12784	𒞄	|DUG~b×GIŠ|	|DUG~b×GIŠ|	DUG-B TIMES GISH	DUG-B TIMES GISH	o0900367
1274B	𒝋	12785	𒞅	|DUG~b×HI|	|DUG~b×HI|	DUG-B TIMES HI	DUG-B TIMES HI	o0900370
1274C	𒝌	12786	𒞆	|DUG~b×KASKAL|	|DUG~b×KASKAL|	DUG-B TIMES KASKAL	DUG-B TIMES KASKAL	o0900376
1274D	𒝍	12787	𒞇	|DUG~b×KU₆~a|	|DUG~b×KU₆~a|	DUG-B TIMES KU6-A	DUG-B TIMES KU6-A	o0900379
1274E	𒝎	12788	𒞈	|DUG~b×KUR~a|	|DUG~b×KUR~a|	DUG-B TIMES KUR-A	DUG-B TIMES KUR-A	o0900381
1274F	𒝏	1278A	𒞊	|DUG~b×KUR~b|	|DUG~b×KUR~b|	DUG-B TIMES KUR-B	DUG-B TIMES KUR-B	o0900382
12750	𒝐	1278B	𒞋	|DUG~b×KUR@g~a|	|DUG~b×KUR@g~a|	DUG-B TIMES KUR GUNU-A	DUG-B TIMES KUR GUNU-A	o0900386
12751	𒝑	1278C	𒞌	|DUG~b×LAM~a|	|DUG~b×LAM~a|	DUG-B TIMES LAM-A	DUG-B TIMES LAM-A	o0900389
12752	𒝒	1278D	𒞍	|DUG~b×MAŠ|	|DUG~b×MAŠ|	DUG-B TIMES MASH	DUG-B TIMES MASH	o0900391
12753	𒝓	1278E	𒞎	|DUG~b×NAGA~a|	|DUG~b×NAGA~a|	DUG-B TIMES NAGA-A	DUG-B TIMES NAGA-A	o0900408
12754	𒝔	1278F	𒞏	|DUG~b×NAM₂|	|DUG~b×NAM₂|	DUG-B TIMES NAM2	DUG-B TIMES NAM2	o0900410
12755	𒝕	12791	𒞑	|DUG~b×SA~a|	|DUG~b×SA~a|	DUG-B TIMES SA-A	DUG-B TIMES SA-A	o0900414
12756	𒝖	F3054	󳁔	|DUG~b×(SA~a.GI)|		DUG-B TIMES SA-A PLUS GI		o0900416
12757	𒝗	12792	𒞒	|DUG~b×SI₄~a|	|DUG~b×SI₄~a|	DUG-B TIMES SI4-A	DUG-B TIMES SI4-A	o0900418
12758	𒝘	12794	𒞔	|DUG~b×SIG₂~a1|	|DUG~b×SIG₂~a1|	DUG-B TIMES SIG2-A1	DUG-B TIMES SIG2-A1	o0900422
12759	𒝙	12795	𒞕	|DUG~b×SIG₂~a2|	|DUG~b×SIG₂~a2|	DUG-B TIMES SIG2-A2	DUG-B TIMES SIG2-A2	o0900423
1275A	𒝚	12796	𒞖	|DUG~b×SIG₇|	|DUG~b×SIG₇|	DUG-B TIMES SIG7	DUG-B TIMES SIG7	o0900425
1275B	𒝛	12797	𒞗	|DUG~b×SUHUR|	|DUG~b×SUHUR|	DUG-B TIMES SUHUR	DUG-B TIMES SUHUR	o0900427
1275C	𒝜	12798	𒞘	|DUG~b×ŠAH₂~a|	|DUG~b×ŠAH₂~a|	DUG-B TIMES SHAH2-A	DUG-B TIMES SHAH2-A	o0900431
1275D	𒝝	12799	𒞙	|DUG~b×ŠE~a|	|DUG~b×ŠE~a|	DUG-B TIMES SHE-A	DUG-B TIMES SHE-A	o0900433
1275E	𒝞	1279A	𒞚	|DUG~b×(ŠE~a.NAM₂)|	|DUG~b×(ŠE~a.NAM₂)|	DUG-B TIMES SHE-A PLUS NAM2	DUG-B TIMES SHE-A PLUS NAM2	o0900437
1275F	𒝟	1279B	𒞛	|DUG~b×TAK₄~a|	|DUG~b×TAK₄~a|	DUG-B TIMES TAK4-A	DUG-B TIMES TAK4-A	o0900439
12760	𒝠	1279C	𒞜	|DUG~b×(TAK₄~a.SA~a)|	|DUG~b×(TAK₄~a.SA~a)|	DUG-B TIMES TAK4-A PLUS SA-A	DUG-B TIMES TAK4-A PLUS SA-A	o0900441
12761	𒝡	1279D	𒞝	|DUG~b×(TAK₄~a.SAL)|	|DUG~b×(TAK₄~a.SAL)|	DUG-B TIMES TAK4-A PLUS SAL	DUG-B TIMES TAK4-A PLUS SAL	o0900443
12762	𒝢	1279E	𒞞	|DUG~b×TI|	|DUG~b×TI|	DUG-B TIMES TI	DUG-B TIMES TI	o0900445
12763	𒝣	1279F	𒞟	|DUG~b×U₂~a|	|DUG~b×U₂~a|	DUG-B TIMES U2-A	DUG-B TIMES U2-A	o0900449
12764	𒝤	127A0	𒞠	|DUG~b×U₂~b|	|DUG~b×U₂~b|	DUG-B TIMES U2-B	DUG-B TIMES U2-B	o0900450
12765	𒝥	F3034	󳀴	|DUG~b×(UDU~a×TAR~b)|		DUG-B TIMES UDU-A TIMES TAR-B		o0900454
12766	𒝦	127A1	𒞡	|DUG~b×UH₃~a|	|DUG~b×UH₃~a|	DUG-B TIMES UH3-A	DUG-B TIMES UH3-A	o0900456
12767	𒝧	127A2	𒞢	|DUG~b×UH₃~a@t|	|DUG~b×UH₃~a@t|	DUG-B TIMES UH3-A TENU	DUG-B TIMES UH3-A TENU	o0900458
12768	𒝨	127A5	𒞥	|DUG~b×ZATU764|	|DUG~b×ZATU764|	DUG-B TIMES ZATU764	DUG-B TIMES ZATU764	o0900466
12769	𒝩	127A6	𒞦	|DUG~b×ZATU779|	|DUG~b×ZATU779|	DUG-B TIMES ZATU779	DUG-B TIMES ZATU779	o0900468
1276A	𒝪	127A7	𒞧	|DUG~b×ZATU780|	|DUG~b×ZATU780|	DUG-B TIMES ZATU780	DUG-B TIMES ZATU780	o0900470
1276B	𒝫	127A8	𒞨	|DUG~b×ZATU781|	|DUG~b×ZATU781|	DUG-B TIMES ZATU781	DUG-B TIMES ZATU781	o0900472
1276C	𒝬	127A9	𒞩	|DUG~b×(ZATU789.SA~a)|	|DUG~b×(ZATU789.SA~a)|	DUG-B TIMES ZATU789 PLUS SA-A	DUG-B TIMES ZATU789 PLUS SA-A	o0900474
1276D	𒝭	127AA	𒞪	|DUG~b×1(N57)|	|DUG~b×1(N57)|	DUG-B TIMES ONE-N57	DUG-B TIMES ONE-N57	o0900395
1276E	𒝮	127AB	𒞫	|DUG~b×(1(N57).KU₃~a)|	|DUG~b×(1(N57).KU₃~a)|	DUG-B TIMES ONE-N57 PLUS KU3-A	DUG-B TIMES ONE-N57 PLUS KU3-A	o0900401
1276F	𒝯	F3035	󳀵	|DUG~b×1(N58)|		DUG-B TIMES ONE-N58		o0903578
12770	𒝰	127AE	𒞮	|DUG~b×AB₂|	|DUG~b~v1×AB₂|	DUG-B TIMES AB2	DUG-B VARIANT 1 TIMES AB2	o0900340
12771	𒝱	127B2	𒞲	|DUG~b×HI@g~a|	|DUG~b~v1×HI@g~a|	DUG-B TIMES HI GUNU-A	DUG-B VARIANT 1 TIMES HI GUNU-A	o0900373
12772	𒝲	127B9	𒞹	|(DUG~b&DUG~b)×1(N58)|	|(DUG~b~v1&DUG~b~v1)×1(N58)|	DUG-B OVER DUG-B TIMES ONE-N58	DUG-B VARIANT 1 OVER DUG-B VARIANT 1 TIMES ONE-N58	o0900476
12773	𒝳	127BC	𒞼	DUG~c	DUG~c~v1	DUG-C	DUG-C VARIANT 1	o0900336
